Date,Price,MV,VA,VO,DY,Date,Ticker,Sector,Industry,High,Low,Open,Close,Volume,Adj Close,FF-01,FF-02,FF-03,FF-04,FF-05,FF-06,FF-07,FF-08,FF-09,FF-11,FF-12
2014-01-02,3.21,6843.3,16217.7,4966.3,0.24,2014-01-02,SF,Property Development,Property & Construction,3.4876499176025386,3.1481499671936035,3.4567899703979488,3.209880113601685,4966272.0,2.6922316551208496,,,,,,,,,,,
2014-01-03,3.15,6711.7,4191.4,1322.7,0.24,2014-01-03,SF,Property Development,Property & Construction,3.2407400608062744,3.1172800064086914,3.1172800064086914,3.1481499671936035,1322568.0,2.6404571533203125,3.209880113601685,0.01941862035658213,,,,,,,,,
2014-01-06,3.15,6711.7,4945.9,1582.5,0.24,2014-01-06,SF,Property Development,Property & Construction,3.1790099143981934,3.0864200592041016,3.1481499671936035,3.1481499671936035,1582416.0,2.6404571533203125,3.1481499671936035,0.0,,,,,,,,,
2014-01-07,3.18,6777.5,7761.9,2461.1,0.24,2014-01-07,SF,Property Development,Property & Construction,3.209880113601685,3.1172800064086914,3.1172800064086914,3.1790099143981934,2460942.0,2.666340112686157,3.1481499671936035,-0.009754832339552494,,,,,,,,,
2014-01-08,3.09,6580.1,5430.7,1735.3,0.25,2014-01-08,SF,Property Development,Property & Construction,3.2407400608062744,3.0864200592041016,3.2407400608062744,3.0864200592041016,1735182.0,2.5886821746826167,3.1790099143981934,0.02955793826788002,3.1543220043182374,3.139917993545532,3.1543220043182374,,,,,,
2014-01-09,3.15,6711.7,2287.9,729.9,0.24,2014-01-09,SF,Property Development,Property & Construction,3.1790099143981934,3.1172800064086914,3.1172800064086914,3.1481499671936035,729648.0,2.6404571533203125,3.0864200592041016,-0.019803105928327534,3.141975975036621,3.137860647837321,3.1522646586100262,,,,,,
2014-01-10,3.15,6711.7,3519.7,1122.3,0.24,2014-01-10,SF,Property Development,Property & Construction,3.1790099143981934,3.1172800064086914,3.1481499671936035,3.1481499671936035,1122174.0,2.6404571533203125,3.1481499671936035,0.0,3.141975975036621,3.139918645222982,3.150893094804552,,,,,,
2014-01-13,3.18,6777.5,2095.8,661.3,0.24,2014-01-13,SF,Property Development,Property & Construction,3.209880113601685,3.1172800064086914,3.1172800064086914,3.1790099143981934,660960.0,2.666340112686157,3.1481499671936035,-0.009754832339552494,3.148147964477539,3.152263291676839,3.1602653680024324,,,,,,
2014-01-14,3.33,7106.51,8959.1,2740.3,0.23,2014-01-14,SF,Property Development,Property & Construction,3.333329916000366,3.1481499671936035,3.1481499671936035,3.333329916000366,2740230.0,2.795773506164551,3.1790099143981934,-0.04740197848570858,3.1790119647979735,3.2139906088511148,3.2179535506684105,,,66.66661516792453,46.667044324109064,,
2014-01-15,3.27,6974.91,2392.2,724.8,0.23,2014-01-15,SF,Property Development,Property & Construction,3.3642001152038574,3.2716000080108643,3.3642001152038574,3.2716000080108643,724788.0,2.7439985275268555,3.333329916000366,0.018692614798230825,3.2160479545593263,3.2448532899220783,3.235835703115895,,,74.16551923277252,62.49972051951958,,
2014-01-16,3.4,7238.11,6743.3,1998.2,0.22,2014-01-16,SF,Property Development,Property & Construction,3.42593002319336,3.3024699687957764,3.3642001152038574,3.3950600624084477,1998108.0,2.847548484802246,3.2716000080108643,-0.03704228795793817,3.265429973602295,3.304523992538452,3.288910489546746,,0.1851799488067627,84.16544715190966,74.9991938508689,,
2014-01-17,3.36,7172.31,5112.1,1503.9,0.23,2014-01-17,SF,Property Development,Property & Construction,3.4876499176025386,3.3024699687957764,3.3950600624084477,3.3642001152038574,1503846.0,2.8216652870178223,3.3950600624084477,0.009131224665626153,3.3086400032043457,3.3374473730723064,3.3140070314324497,,0.2160501480102539,73.05495116149528,77.12863918205916,,
2014-01-20,3.33,7106.51,2268.8,681.2,0.23,2014-01-20,SF,Property Development,Property & Construction,3.3642001152038574,3.3024699687957764,3.333329916000366,3.333329916000366,384264.0,2.795773506164551,3.3642001152038574,0.009218448494081212,3.3395040035247803,3.3456773440043133,3.3204479929550885,,0.1851799488067627,70.40393906902386,75.87477912747629,,
2014-01-21,3.33,7106.51,1639.7,490.9,0.23,2014-01-21,SF,Property Development,Property & Construction,3.3950600624084477,3.3024699687957764,3.333329916000366,3.333329916000366,490860.0,2.795773506164551,3.333329916000366,0.0,3.3395040035247803,3.3436193148295086,3.3247419673035146,,0.15432000160217285,49.928494359467386,64.46246152999552,-38.461744152880705,
2014-01-22,3.3,7040.71,1389.6,422.5,0.23,2014-01-22,SF,Property Development,Property & Construction,3.3024699687957764,3.2407400608062744,3.2716000080108643,3.3024699687957764,422496.0,2.7698900699615483,3.333329916000366,0.009301115228442309,3.3456779956817626,3.331274636586507,3.317317967800935,,0.2160499095916748,36.03932026656576,52.123917898352346,-46.15308281042017,
2014-01-23,3.33,7106.51,7218.9,2153.0,0.23,2014-01-23,SF,Property Development,Property & Construction,3.42593002319336,3.3024699687957764,3.3024699687957764,3.333329916000366,2152656.0,2.795773506164551,3.3024699687957764,-0.009301115228442217,3.3333319664001464,3.3271586100260415,3.322655283867412,58.33298464101531,0.1851799488067627,30.357501919079954,38.77510551503771,-38.461744152880705,
2014-01-24,3.33,7106.51,3325.5,991.2,0.23,2014-01-24,SF,Property Development,Property & Construction,3.3950600624084477,3.333329916000366,3.3950600624084477,3.333329916000366,990954.0,2.795773506164551,3.333329916000366,0.0,3.3271579265594484,3.3271579265594484,3.3262134945783965,58.33298464101531,0.1851799488067627,37.499226208745746,34.63201613146382,-38.461744152880705,
2014-01-27,3.27,6974.91,1705.8,518.4,0.23,2014-01-27,SF,Property Development,Property & Construction,3.333329916000366,3.2716000080108643,3.333329916000366,3.2716000080108643,518238.0,2.7439985275268555,3.333329916000366,0.018692614798230825,3.314811944961548,3.3086386203765867,3.3080089990558856,53.239701003300844,0.0925900936126709,34.720210162930236,34.19231276358531,-53.84691718957972,
2014-01-28,3.24,6909.11,3072.9,940.9,0.24,2014-01-28,SF,Property Development,Property & Construction,3.333329916000366,3.2407400608062744,3.3024699687957764,3.2407400608062744,940896.0,2.718115329742432,3.2716000080108643,0.009477446776421499,3.2962939739227295,3.283947992324829,3.2855860196393487,50.86104460274955,-0.0925898551940918,22.220391214768977,31.47994252881499,-66.66574398562159,
2014-01-29,3.33,7106.51,1924.7,580.1,0.23,2014-01-29,SF,Property Development,Property & Construction,3.3642001152038574,3.2407400608062744,3.2407400608062744,3.333329916000366,580122.0,2.795773506164551,3.2407400608062744,-0.02817006157465229,3.3024659633636473,3.296293306350708,3.301500651759688,57.03225205220437,0.06172990798950195,22.220391214768977,26.386997530822736,-41.66645208967938,
2014-01-30,3.33,7106.51,654.1,197.3,0.23,2014-01-30,SF,Property Development,Property & Construction,3.333329916000366,3.3024699687957764,3.3024699687957764,3.333329916000366,197316.0,2.795773506164551,3.333329916000366,0.0,3.3024659633636473,3.3065812905629475,3.3121104065065805,57.03225205220437,-0.0617301464080815,36.66528052188783,27.035354317141934,-41.66645208967938,
2014-01-31,3.33,7106.51,2577.4,770.5,0.23,2014-01-31,SF,Property Development,Property & Construction,3.3950600624084477,3.3024699687957764,3.333329916000366,3.333329916000366,770472.0,2.795773506164551,3.333329916000366,0.0,3.3024659633636473,3.316869274775187,3.3191835763378426,57.032252052204356,-0.03087019920349121,56.664817033208486,38.5168295899551,-45.45508811305881,
2014-02-03,3.36,7172.31,842.0,250.5,0.23,2014-02-03,SF,Property Development,Property & Construction,3.3950600624084477,3.333329916000366,3.3642001152038574,3.3642001152038574,250452.0,2.8216652870178223,3.333329916000366,-0.0092184484940811,3.3209859848022463,3.3374473253885903,3.3341890892931807,59.13672382932638,0.03087019920349121,66.66661516792435,53.33223757434022,-49.997923938915434,
2014-02-04,3.3,7040.71,3337.7,1000.8,0.23,2014-02-04,SF,Property Development,Property & Construction,3.3950600624084477,3.3024699687957764,3.3950600624084477,3.3024699687957764,1000674.0,2.7698900699615483,3.3642001152038574,0.018519563722523422,3.3333319664001464,3.3312753200531007,3.3236160491273794,53.5205308196112,-0.030859947204589844,60.00082397987413,61.11075206033565,-74.99901024994806,
2014-02-05,3.33,7106.51,7540.2,2252.4,0.23,2014-02-05,SF,Property Development,Property & Construction,3.3950600624084477,3.333329916000366,3.3642001152038574,3.333329916000366,2252448.0,2.795773506164551,3.3024699687957764,-0.009301115228442217,3.3333319664001464,3.331274636586507,3.3268540047517083,55.77040790686212,0.030859947204589844,51.11116830659254,59.25953581813033,-62.50054315551622,
2014-02-06,3.43,7303.91,22102.7,6454.4,0.22,2014-02-06,SF,Property Development,Property & Construction,3.4567899703979488,3.3642001152038574,3.3642001152038574,3.42593002319336,6454242.0,2.8734400272369385,3.333329916000366,-0.02740119534695777,3.351851987838745,3.362140655517578,3.359879344232259,61.72666546217411,0.09260010719299361,51.11116830659279,54.07438686435315,-14.283712158414238,
2014-02-07,3.46,7369.71,8441.5,2443.0,0.22,2014-02-07,SF,Property Development,Property & Construction,3.5185201168060303,3.42593002319336,3.4876499176025386,3.4567899703979488,2442798.0,2.8993232250213623,3.42593002319336,-0.008967429746595455,3.3765439987182617,3.397119983037313,3.3921828862874888,63.48259604574539,0.12346005439758256,61.58671032137874,54.603015644854686,-22.222670445474943,
2014-02-10,3.52,7501.32,8732.2,2477.9,0.22,2014-02-10,SF,Property Development,Property & Construction,3.580250024795532,3.4876499176025386,3.54938006401062,3.5185201168060303,2477628.0,2.9510982036590576,3.4567899703979488,-0.017700075627169923,3.4074079990386963,3.4444453557332357,3.434295296460336,66.75181724454977,0.24692010879516602,76.40263461150961,63.03350441316038,-18.18206077493936,
