Date,Price,MV,VA,VO,DY,Date,Ticker,Sector,Industry,High,Low,Open,Close,Volume,Adj Close,FF-01,FF-02,FF-03,FF-04,FF-05,FF-06,FF-07,FF-08,FF-09,FF-11,FF-12
2014-01-02,29.75,180705.7,56669.5,1894.3,2.69,2014-01-02,BAY,Banking,Financials,30.25,29.75,29.75,29.75,1894300.0,24.682830810546875,,,,,,,,,,,
2014-01-03,29.75,180705.7,45833.2,1533.6,2.69,2014-01-03,BAY,Banking,Financials,30.25,29.75,30.0,29.75,1533500.0,24.682830810546875,29.75,0.0,,,,,,,,,
2014-01-06,30.0,182224.3,45622.3,1522.7,2.67,2014-01-06,BAY,Banking,Financials,30.0,29.75,30.0,30.0,1522700.0,24.89025115966797,29.75,-0.00836824967051658,,,,,,,,,
2014-01-07,30.0,182224.3,91881.5,3043.5,2.67,2014-01-07,BAY,Banking,Financials,30.5,30.0,30.0,30.0,3043500.0,24.89025115966797,30.0,0.0,,,,,,,,,
2014-01-08,30.0,182224.3,67239.0,2235.9,2.67,2014-01-08,BAY,Banking,Financials,30.25,30.0,30.0,30.0,2235900.0,24.89025115966797,30.0,0.0,29.9,29.95,29.9,,,,,,
2014-01-09,30.0,182224.3,17461.8,575.7,2.67,2014-01-09,BAY,Banking,Financials,30.5,30.0,30.25,30.0,575700.0,24.89025115966797,30.0,0.0,29.95,29.983333333333334,29.933333333333334,,,,,,
2014-01-10,30.0,182224.3,13602.0,452.1,2.67,2014-01-10,BAY,Banking,Financials,30.25,30.0,30.0,30.0,452100.0,24.89025115966797,30.0,0.0,30.0,30.0,29.955555555555556,,,,,,
2014-01-13,30.75,186779.8,38439.3,1267.9,2.6,2014-01-13,BAY,Banking,Financials,30.75,30.0,30.0,30.75,1267900.0,25.512508392333984,30.0,-0.02469261259037152,30.15,30.25,30.22037037037037,,,,,,
2014-01-14,31.0,188298.4,33895.8,1099.1,2.58,2014-01-14,BAY,Banking,Financials,31.0,30.25,30.75,31.0,825100.0,25.71992301940918,30.75,-0.008097210232619362,30.35,30.533333333333335,30.48024691358025,,,77.77777777777777,55.55555555555555,,
2014-01-15,32.75,198928.1,88000.1,2708.4,2.44,2014-01-15,BAY,Banking,Financials,33.25,31.25,31.75,32.75,2708400.0,27.171855926513672,31.0,-0.05491575759611465,30.9,31.333333333333332,31.236831275720167,,,94.87179487179486,76.06837606837605,,
2014-01-16,33.0,200446.7,57482.9,1737.3,2.42,2014-01-16,BAY,Banking,Financials,33.75,32.25,32.25,33.0,1737300.0,27.3792781829834,32.75,-0.007604599385219304,31.5,32.03333333333333,31.824554183813444,,3.25,88.20512820512819,86.95156695156693,,
2014-01-17,32.25,195891.1,34361.0,1067.7,2.48,2014-01-17,BAY,Banking,Financials,33.0,31.5,32.75,32.25,1067600.0,26.75701904296875,33.0,0.02298951822469878,31.95,32.28333333333333,31.96636945587563,,2.5,74.87179487179486,85.98290598290596,,
2014-01-20,32.75,198928.1,20263.2,626.3,2.44,2014-01-20,BAY,Banking,Financials,33.0,31.75,32.25,32.75,626200.0,27.171855926513672,32.25,-0.015384918839479456,32.35,32.55,32.22757963725042,,2.75,70.47619047619047,77.85103785103784,,
2014-01-21,32.25,195891.1,19618.3,608.7,2.48,2014-01-21,BAY,Banking,Financials,32.75,31.75,32.75,32.25,608700.0,26.75701904296875,32.75,0.015384918839479456,32.6,32.516666666666666,32.23505309150028,,2.25,57.14285714285713,67.4969474969475,-37.5,
2014-01-22,31.75,192854.0,44907.1,1413.6,2.52,2014-01-22,BAY,Banking,Financials,32.0,31.5,31.75,31.75,1413600.0,26.342182159423828,32.25,0.015625317903080815,32.4,32.233333333333334,32.07336872766685,,1.75,40.846560846560834,56.15520282186949,-50.0,
2014-01-23,31.75,192854.0,35719.7,1123.3,2.52,2014-01-23,BAY,Banking,Financials,32.0,31.5,31.5,31.75,1123200.0,26.342182159423828,31.75,0.0,32.15,32.016666666666666,31.965579151777902,68.18181818181817,1.75,22.592592592592585,40.194003527336854,-50.0,
2014-01-24,32.75,198928.1,33373.2,1027.7,2.44,2014-01-24,BAY,Banking,Financials,32.75,32.0,32.25,32.75,1027700.0,27.171855926513672,31.75,-0.031010236742560322,32.25,32.21666666666667,32.22705276785194,73.36956521739131,2.75,37.03703703703703,33.49206349206349,-26.666666666666668,
2014-01-27,32.5,197409.6,35370.0,1082.7,2.46,2014-01-27,BAY,Banking,Financials,33.0,32.25,32.75,32.5,1082700.0,26.964439392089844,32.75,0.007662872745569097,32.2,32.3,32.31803517856796,70.29942347033662,1.75,55.55555555555555,38.39506172839506,-33.333333333333336,
2014-01-28,32.75,198928.1,27021.1,826.5,2.44,2014-01-28,BAY,Banking,Financials,33.0,32.25,32.75,32.75,826400.0,27.171855926513672,32.5,-0.007662872745569137,32.3,32.483333333333334,32.46202345237864,71.57387512237297,1.75,77.77777777777779,56.79012345679013,-26.666666666666668,
2014-01-29,32.5,197409.6,16063.0,491.5,2.46,2014-01-29,BAY,Banking,Financials,33.5,32.25,33.5,32.5,491500.0,26.964439392089844,32.75,0.007662872745569097,32.45,32.55,32.47468230158576,68.42790251847813,-0.25,66.66666666666667,66.66666666666667,-33.333333333333336,
