Date,Price,Open,High,Low,Vol.,Change %,Close,Volume,Date,Ticker,Type
2015-04-20,"2,297.63",2307.25,2309.24,2291.4,1.94B,-0.55,2297.63,1940000000.0,2015-04-20,SET100,StockIndex
2015-04-21,"2,313.50",2308.43,2317.35,2305.12,1.66B,0.69,2313.5,1660000000.0,2015-04-21,SET100,StockIndex
2015-04-22,"2,281.62",2315.11,2315.74,2281.62,1.73B,-1.38,2281.62,1730000000.0,2015-04-22,SET100,StockIndex
2015-04-23,"2,268.97",2288.91,2298.55,2266.05,2.08B,-0.55,2268.97,2080000000.0,2015-04-23,SET100,StockIndex
2015-04-24,"2,287.72",2276.47,2287.72,2270.75,1.31B,0.83,2287.72,1310000000.0,2015-04-24,SET100,StockIndex
2015-04-27,"2,276.90",2292.62,2298.49,2273.27,1.67B,-0.47,2276.9,1670000000.0,2015-04-27,SET100,StockIndex
2015-04-28,"2,249.51",2275.41,2276.05,2238.87,2.45B,-1.2,2249.51,2450000000.0,2015-04-28,SET100,StockIndex
2015-04-29,"2,231.98",2230.84,2244.91,2217.66,2.24B,-0.78,2231.98,2240000000.0,2015-04-29,SET100,StockIndex
2015-04-30,"2,238.28",2229.82,2246.36,2228.83,1.77B,0.28,2238.28,1770000000.0,2015-04-30,SET100,StockIndex
2015-05-06,"2,230.73",2242.83,2246.65,2220.05,1.60B,-0.34,2230.73,1600000000.0,2015-05-06,SET100,StockIndex
2015-05-07,"2,199.45",2222.04,2234.88,2199.45,2.28B,-1.4,2199.45,2280000000.0,2015-05-07,SET100,StockIndex
2015-05-08,"2,221.31",2207.78,2229.51,2194.36,2.18B,0.99,2221.31,2180000000.0,2015-05-08,SET100,StockIndex
2015-05-11,"2,209.22",2232.05,2238.32,2209.22,1.49B,-0.54,2209.22,1490000000.0,2015-05-11,SET100,StockIndex
2015-05-12,"2,186.41",2207.42,2210.42,2175.75,1.88B,-1.03,2186.41,1880000000.0,2015-05-12,SET100,StockIndex
2015-05-13,"2,203.76",2197.41,2207.22,2192.06,1.73B,0.79,2203.76,1730000000.0,2015-05-13,SET100,StockIndex
2015-05-14,"2,202.61",2203.44,2210.07,2183.68,1.67B,-0.05,2202.61,1670000000.0,2015-05-14,SET100,StockIndex
2015-05-15,"2,225.63",2201.02,2225.63,2197.54,1.56B,1.05,2225.63,1560000000.0,2015-05-15,SET100,StockIndex
2015-05-18,"2,221.98",2221.78,2231.32,2213.73,1.05B,-0.16,2221.98,1050000000.0,2015-05-18,SET100,StockIndex
2015-05-19,"2,246.81",2226.3,2250.07,2226.2,1.64B,1.12,2246.81,1640000000.0,2015-05-19,SET100,StockIndex
2015-05-20,"2,231.78",2246.61,2250.64,2230.99,1.72B,-0.67,2231.78,1720000000.0,2015-05-20,SET100,StockIndex
2015-05-21,"2,242.76",2237.54,2247.53,2234.28,1.92B,0.49,2242.76,1920000000.0,2015-05-21,SET100,StockIndex
2015-05-22,"2,236.55",2252.18,2258.51,2236.02,1.36B,-0.28,2236.55,1360000000.0,2015-05-22,SET100,StockIndex
2015-05-25,"2,210.59",2240.5,2243.86,2210.59,1.13B,-1.16,2210.59,1130000000.0,2015-05-25,SET100,StockIndex
2015-05-26,"2,195.46",2210.36,2219.22,2194.81,1.21B,-0.68,2195.46,1210000000.0,2015-05-26,SET100,StockIndex
2015-05-27,"2,200.51",2185.83,2202.06,2177.43,1.21B,0.23,2200.51,1210000000.0,2015-05-27,SET100,StockIndex
2015-05-28,"2,188.44",2202.37,2204.11,2176.97,1.17B,-0.55,2188.44,1170000000.0,2015-05-28,SET100,StockIndex
2015-05-29,"2,190.77",2192.6,2200.02,2183.55,1.53B,0.11,2190.77,1530000000.0,2015-05-29,SET100,StockIndex
2015-06-02,"2,160.58",2183.01,2186.33,2160.58,1.46B,-1.38,2160.58,1460000000.0,2015-06-02,SET100,StockIndex
2015-06-03,"2,170.15",2167.96,2178.59,2162.72,1.47B,0.44,2170.15,1470000000.0,2015-06-03,SET100,StockIndex
2015-06-04,"2,184.58",2172.74,2185.46,2158.32,1.62B,0.66,2184.58,1620000000.0,2015-06-04,SET100,StockIndex
2015-06-05,"2,211.67",2183.77,2214.98,2183.4,1.98B,1.24,2211.67,1980000000.0,2015-06-05,SET100,StockIndex
2015-06-08,"2,210.32",2210.71,2216.34,2199.83,1.43B,-0.06,2210.32,1430000000.0,2015-06-08,SET100,StockIndex
2015-06-09,"2,183.16",2203.99,2205.27,2182.23,2.05B,-1.23,2183.16,2049999999.9999998,2015-06-09,SET100,StockIndex
2015-06-10,"2,204.71",2190.66,2215.13,2190.13,1.43B,0.99,2204.71,1430000000.0,2015-06-10,SET100,StockIndex
2015-06-11,"2,222.84",2220.51,2227.93,2214.47,3.01B,0.82,2222.84,3010000000.0,2015-06-11,SET100,StockIndex
2015-06-12,"2,208.72",2223.14,2224.97,2207.65,1.50B,-0.64,2208.72,1500000000.0,2015-06-12,SET100,StockIndex
2015-06-15,"2,196.76",2206.49,2207.41,2190.76,1.51B,-0.54,2196.76,1510000000.0,2015-06-15,SET100,StockIndex
2015-06-16,"2,199.62",2197.76,2208.75,2196.71,1.61B,0.13,2199.62,1610000000.0,2015-06-16,SET100,StockIndex
2015-06-17,"2,219.25",2207.04,2223.23,2202.05,1.99B,0.89,2219.25,1990000000.0,2015-06-17,SET100,StockIndex
2015-06-18,"2,206.39",2222.36,2224.0,2204.06,2.12B,-0.58,2206.39,2120000000.0,2015-06-18,SET100,StockIndex
2015-06-19,"2,178.61",2205.05,2206.21,2173.19,2.17B,-1.26,2178.61,2170000000.0,2015-06-19,SET100,StockIndex
2015-06-22,"2,201.09",2181.63,2210.83,2180.75,1.45B,1.03,2201.09,1450000000.0,2015-06-22,SET100,StockIndex
2015-06-23,"2,199.25",2214.59,2216.53,2196.38,1.40B,-0.08,2199.25,1400000000.0,2015-06-23,SET100,StockIndex
2015-06-24,"2,224.93",2207.11,2225.15,2205.91,2.19B,1.17,2224.93,2190000000.0,2015-06-24,SET100,StockIndex
2015-06-25,"2,226.41",2222.7,2233.24,2214.94,2.05B,0.07,2226.41,2049999999.9999998,2015-06-25,SET100,StockIndex
2015-06-26,"2,223.14",2227.92,2233.55,2221.94,1.76B,-0.15,2223.14,1760000000.0,2015-06-26,SET100,StockIndex
2015-06-29,"2,214.67",2196.66,2224.03,2190.16,2.15B,-0.38,2214.67,2150000000.0,2015-06-29,SET100,StockIndex
2015-06-30,"2,200.29",2212.76,2215.85,2191.39,1.99B,-0.65,2200.29,1990000000.0,2015-06-30,SET100,StockIndex
2015-07-02,"2,179.19",2199.44,2200.65,2176.36,2.58B,-0.96,2179.19,2580000000.0,2015-07-02,SET100,StockIndex
2015-07-03,"2,175.92",2177.46,2186.21,2167.93,1.82B,-0.15,2175.92,1820000000.0,2015-07-03,SET100,StockIndex
2015-07-06,"2,150.27",2159.34,2164.0,2144.04,2.02B,-1.18,2150.27,2020000000.0,2015-07-06,SET100,StockIndex
2015-07-07,"2,165.28",2156.35,2168.38,2151.45,1.60B,0.7,2165.28,1600000000.0,2015-07-07,SET100,StockIndex
2015-07-08,"2,141.95",2151.23,2156.71,2137.5,1.49B,-1.08,2141.95,1490000000.0,2015-07-08,SET100,StockIndex
2015-07-09,"2,147.54",2141.53,2158.37,2128.79,1.88B,0.26,2147.54,1880000000.0,2015-07-09,SET100,StockIndex
2015-07-10,"2,168.81",2164.49,2170.87,2154.47,1.91B,0.99,2168.81,1910000000.0,2015-07-10,SET100,StockIndex
2015-07-13,"2,176.38",2166.01,2181.39,2160.28,1.55B,0.35,2176.38,1550000000.0,2015-07-13,SET100,StockIndex
2015-07-14,"2,171.70",2179.82,2182.89,2169.73,1.77B,-0.22,2171.7,1770000000.0,2015-07-14,SET100,StockIndex
2015-07-15,"2,168.09",2175.3,2184.85,2168.09,1.55B,-0.17,2168.09,1550000000.0,2015-07-15,SET100,StockIndex
2015-07-16,"2,161.86",2171.58,2174.94,2152.56,2.92B,-0.29,2161.86,2920000000.0,2015-07-16,SET100,StockIndex
2015-07-17,"2,158.11",2164.68,2167.08,2153.84,1.53B,-0.17,2158.11,1530000000.0,2015-07-17,SET100,StockIndex
2015-07-20,"2,139.03",2160.11,2162.09,2138.9,1.46B,-0.88,2139.03,1460000000.0,2015-07-20,SET100,StockIndex
2015-07-21,"2,110.86",2140.72,2142.09,2102.97,2.83B,-1.32,2110.86,2830000000.0,2015-07-21,SET100,StockIndex
2015-07-22,"2,112.00",2101.42,2115.77,2087.34,2.65B,0.05,2112.0,2650000000.0,2015-07-22,SET100,StockIndex
2015-07-23,"2,104.06",2109.83,2120.69,2103.21,1.95B,-0.38,2104.06,1950000000.0,2015-07-23,SET100,StockIndex
2015-07-24,"2,091.44",2097.15,2099.8,2084.41,1.31B,-0.6,2091.44,1310000000.0,2015-07-24,SET100,StockIndex
2015-07-27,"2,052.29",2080.3,2084.68,2047.39,2.67B,-1.87,2052.29,2670000000.0,2015-07-27,SET100,StockIndex
2015-07-28,"2,051.06",2060.88,2070.56,2039.06,2.84B,-0.06,2051.06,2840000000.0,2015-07-28,SET100,StockIndex
2015-07-29,"2,065.87",2059.85,2070.14,2039.95,2.19B,0.72,2065.87,2190000000.0,2015-07-29,SET100,StockIndex
2015-07-31,"2,102.63",2076.7,2102.63,2075.02,2.01B,1.78,2102.63,2009999999.9999998,2015-07-31,SET100,StockIndex
2015-08-03,"2,104.12",2094.53,2104.35,2087.93,1.89B,0.07,2104.12,1890000000.0,2015-08-03,SET100,StockIndex
2015-08-04,"2,085.86",2097.44,2098.13,2079.6,1.57B,-0.87,2085.86,1570000000.0,2015-08-04,SET100,StockIndex
2015-08-05,"2,091.64",2096.59,2101.86,2088.13,1.58B,0.28,2091.64,1580000000.0,2015-08-05,SET100,StockIndex
2015-08-06,"2,079.49",2090.87,2095.76,2076.35,1.26B,-0.58,2079.49,1260000000.0,2015-08-06,SET100,StockIndex
2015-08-07,"2,075.12",2076.77,2083.01,2071.43,1.07B,-0.21,2075.12,1070000000.0000001,2015-08-07,SET100,StockIndex
2015-08-10,"2,059.90",2064.17,2069.81,2056.67,1.46B,-0.73,2059.9,1460000000.0,2015-08-10,SET100,StockIndex
2015-08-11,"2,037.91",2063.28,2067.52,2037.91,1.49B,-1.07,2037.91,1490000000.0,2015-08-11,SET100,StockIndex
2015-08-13,"2,034.25",2023.38,2034.25,1997.92,3.10B,-0.18,2034.25,3100000000.0,2015-08-13,SET100,StockIndex
2015-08-14,"2,048.83",2032.55,2053.46,2024.5,1.87B,0.72,2048.83,1870000000.0,2015-08-14,SET100,StockIndex
2015-08-17,"2,038.66",2048.76,2055.89,2038.66,1.86B,-0.5,2038.66,1860000000.0,2015-08-17,SET100,StockIndex
2015-08-18,"1,980.69",1978.55,2004.94,1963.47,9.23B,-2.84,1980.69,9230000000.0,2015-08-18,SET100,StockIndex
2015-08-19,"1,988.20",1986.11,1997.75,1975.69,2.48B,0.38,1988.2,2480000000.0,2015-08-19,SET100,StockIndex
2015-08-20,"1,975.32",1976.27,1989.03,1970.71,2.24B,-0.65,1975.32,2240000000.0,2015-08-20,SET100,StockIndex
2015-08-21,"1,965.90",1964.29,1973.44,1950.17,2.48B,-0.48,1965.9,2480000000.0,2015-08-21,SET100,StockIndex
2015-08-24,"1,865.20",1913.53,1917.57,1865.2,4.21B,-5.12,1865.2,4210000000.0,2015-08-24,SET100,StockIndex
2015-08-25,"1,908.51",1893.4,1908.51,1857.55,3.54B,2.32,1908.51,3540000000.0,2015-08-25,SET100,StockIndex
2015-08-26,"1,900.57",1892.95,1922.26,1892.91,2.82B,-0.42,1900.57,2820000000.0,2015-08-26,SET100,StockIndex
2015-08-27,"1,964.28",1931.45,1967.21,1926.97,3.06B,3.35,1964.28,3060000000.0,2015-08-27,SET100,StockIndex
2015-08-28,"1,978.56",1992.59,2002.69,1964.89,2.51B,0.73,1978.56,2510000000.0,2015-08-28,SET100,StockIndex
2015-08-31,"2,005.52",1979.63,2005.52,1972.93,2.07B,1.36,2005.52,2069999999.9999998,2015-08-31,SET100,StockIndex
2015-09-01,"1,969.81",2002.25,2006.73,1969.35,3.42B,-1.78,1969.81,3420000000.0,2015-09-01,SET100,StockIndex
2015-09-02,"1,988.17",1966.5,1991.77,1957.04,2.15B,0.93,1988.17,2150000000.0,2015-09-02,SET100,StockIndex
2015-09-03,"2,004.17",1999.16,2009.85,1996.93,2.25B,0.8,2004.17,2250000000.0,2015-09-03,SET100,StockIndex
2015-09-04,"1,980.31",1992.93,1998.94,1976.51,1.93B,-1.19,1980.31,1930000000.0,2015-09-04,SET100,StockIndex
2015-09-07,"1,979.32",1975.49,1985.0,1971.6,1.61B,-0.05,1979.32,1610000000.0,2015-09-07,SET100,StockIndex
2015-09-08,"1,992.69",1978.48,1993.87,1959.47,1.90B,0.68,1992.69,1900000000.0,2015-09-08,SET100,StockIndex
2015-09-09,"2,022.25",2012.45,2026.58,2004.33,3.57B,1.48,2022.25,3570000000.0,2015-09-09,SET100,StockIndex
2015-09-10,"2,019.99",2004.35,2019.99,2000.6,2.50B,-0.11,2019.99,2500000000.0,2015-09-10,SET100,StockIndex
2015-09-11,"1,994.18",2024.11,2030.61,1993.69,2.77B,-1.28,1994.18,2770000000.0,2015-09-11,SET100,StockIndex
2015-09-14,"1,986.03",1994.21,1999.33,1976.01,1.83B,-0.41,1986.03,1830000000.0,2015-09-14,SET100,StockIndex
2015-09-15,"1,976.20",1984.55,1992.67,1971.93,2.28B,-0.49,1976.2,2280000000.0,2015-09-15,SET100,StockIndex
2015-09-16,"1,995.24",1983.6,1995.33,1973.74,2.49B,0.96,1995.24,2490000000.0,2015-09-16,SET100,StockIndex
2015-09-17,"2,008.85",2004.08,2015.29,1999.28,1.61B,0.68,2008.85,1610000000.0,2015-09-17,SET100,StockIndex
2015-09-18,"2,006.92",2015.24,2022.18,2001.55,3.02B,-0.1,2006.92,3020000000.0,2015-09-18,SET100,StockIndex
2015-09-21,"2,012.17",1997.46,2016.27,1993.07,1.56B,0.26,2012.17,1560000000.0,2015-09-21,SET100,StockIndex
2015-09-22,"1,988.34",2018.19,2019.8,1984.86,2.07B,-1.18,1988.34,2069999999.9999998,2015-09-22,SET100,StockIndex
2015-09-23,"1,979.06",1976.35,1986.77,1962.01,1.73B,-0.47,1979.06,1730000000.0,2015-09-23,SET100,StockIndex
2015-09-24,"1,975.16",1972.88,1981.25,1961.56,2.21B,-0.2,1975.16,2210000000.0,2015-09-24,SET100,StockIndex
2015-09-25,"1,982.87",1979.61,1989.39,1966.35,1.87B,0.39,1982.87,1870000000.0,2015-09-25,SET100,StockIndex
2015-09-28,"1,941.57",1966.57,1967.63,1941.37,2.32B,-2.08,1941.57,2320000000.0,2015-09-28,SET100,StockIndex
2015-09-29,"1,934.48",1925.38,1954.01,1923.59,2.02B,-0.37,1934.48,2020000000.0,2015-09-29,SET100,StockIndex
2015-09-30,"1,934.18",1941.85,1948.21,1932.92,1.80B,-0.02,1934.18,1800000000.0,2015-09-30,SET100,StockIndex
2015-10-01,"1,930.43",1942.79,1951.38,1928.97,1.99B,-0.19,1930.43,1990000000.0,2015-10-01,SET100,StockIndex
2015-10-02,"1,933.11",1931.08,1939.84,1924.11,1.21B,0.14,1933.11,1210000000.0,2015-10-02,SET100,StockIndex
2015-10-05,"1,961.60",1946.61,1963.47,1945.88,1.85B,1.47,1961.6,1850000000.0,2015-10-05,SET100,StockIndex
2015-10-06,"1,975.08",1969.49,1978.36,1962.18,2.19B,0.69,1975.08,2190000000.0,2015-10-06,SET100,StockIndex
2015-10-07,"2,018.09",1985.69,2018.69,1979.77,2.65B,2.18,2018.09,2650000000.0,2015-10-07,SET100,StockIndex
2015-10-08,"2,015.09",2017.02,2033.39,2011.36,3.15B,-0.15,2015.09,3150000000.0,2015-10-08,SET100,StockIndex
2015-10-09,"2,046.60",2037.15,2055.42,2035.1,3.26B,1.56,2046.6,3260000000.0,2015-10-09,SET100,StockIndex
2015-10-12,"2,047.14",2052.12,2056.7,2035.72,2.36B,0.03,2047.14,2360000000.0,2015-10-12,SET100,StockIndex
2015-10-13,"2,036.41",2038.83,2042.11,2022.13,2.36B,-0.52,2036.41,2360000000.0,2015-10-13,SET100,StockIndex
2015-10-14,"2,023.97",2032.54,2043.21,2023.47,1.94B,-0.61,2023.97,1940000000.0,2015-10-14,SET100,StockIndex
2015-10-15,"2,057.23",2035.56,2059.38,2034.34,2.45B,1.64,2057.23,2450000000.0,2015-10-15,SET100,StockIndex
2015-10-16,"2,048.19",2063.35,2064.74,2044.22,2.45B,-0.44,2048.19,2450000000.0,2015-10-16,SET100,StockIndex
2015-10-19,"2,042.98",2052.21,2061.43,2036.71,1.64B,-0.25,2042.98,1640000000.0,2015-10-19,SET100,StockIndex
2015-10-20,"2,041.61",2039.31,2054.65,2038.16,1.38B,-0.07,2041.61,1380000000.0,2015-10-20,SET100,StockIndex
2015-10-21,"2,037.64",2045.4,2050.25,2030.72,1.81B,-0.19,2037.64,1810000000.0,2015-10-21,SET100,StockIndex
2015-10-22,"2,038.42",2036.61,2041.76,2033.55,2.04B,0.04,2038.42,2040000000.0,2015-10-22,SET100,StockIndex
2015-10-26,"2,053.33",2060.35,2065.76,2050.94,2.07B,0.73,2053.33,2069999999.9999998,2015-10-26,SET100,StockIndex
2015-10-27,"2,053.63",2049.24,2060.93,2045.98,1.60B,0.01,2053.63,1600000000.0,2015-10-27,SET100,StockIndex
2015-10-28,"2,028.96",2049.38,2052.86,2024.89,2.63B,-1.2,2028.96,2630000000.0,2015-10-28,SET100,StockIndex
2015-10-29,"1,999.74",2028.06,2031.85,1995.98,2.78B,-1.44,1999.74,2780000000.0,2015-10-29,SET100,StockIndex
2015-10-30,"2,004.97",2001.48,2013.6,1998.56,1.82B,0.26,2004.97,1820000000.0,2015-10-30,SET100,StockIndex
2015-11-02,"2,038.48",2006.92,2038.56,2005.93,1.36B,1.67,2038.48,1360000000.0,2015-11-02,SET100,StockIndex
2015-11-03,"2,034.75",2048.61,2049.96,2028.56,2.07B,-0.18,2034.75,2069999999.9999998,2015-11-03,SET100,StockIndex
2015-11-04,"2,052.51",2048.89,2056.8,2043.1,1.91B,0.87,2052.51,1910000000.0,2015-11-04,SET100,StockIndex
