Date,Price,Open,High,Low,Vol.,Change %,Close,Volume,Date,Ticker
2015-04-28,"1,011.87",1022.94,1023.25,1006.89,1.40B,-1.13,1011.87,1400000000.0,2015-04-28,SET50
2015-04-29,"1,003.48",1003.15,1009.51,997.02,1.30B,-0.83,1003.48,1300000000.0,2015-04-29,SET50
2015-04-30,"1,006.10",1002.45,1009.94,1001.99,1.18B,0.26,1006.1,1180000000.0,2015-04-30,SET50
2015-05-06,"1,003.19",1008.25,1010.04,998.01,1.21B,-0.29,1003.19,1210000000.0,2015-05-06,SET50
2015-05-07,990.69,999.28,1005.45,990.69,1.63B,-1.25,990.69,1630000000.0,2015-05-07,SET50
2015-05-08,"1,001.04",994.81,1005.24,989.06,1.49B,1.04,1001.04,1490000000.0,2015-05-08,SET50
2015-05-11,996.27,1006.05,1009.07,996.27,958.79M,-0.48,996.27,958790000.0,2015-05-11,SET50
2015-05-12,986.51,995.53,997.04,981.55,1.08B,-0.98,986.51,1080000000.0,2015-05-12,SET50
2015-05-13,994.61,992.02,996.28,989.03,1.06B,0.82,994.61,1060000000.0,2015-05-13,SET50
2015-05-14,993.03,994.31,997.24,984.83,988.34M,-0.16,993.03,988340000.0,2015-05-14,SET50
2015-05-15,"1,002.83",992.01,1002.83,990.07,807.95M,0.99,1002.83,807950000.0,2015-05-15,SET50
2015-05-18,"1,001.25",1001.13,1005.37,997.25,559.51M,-0.16,1001.25,559510000.0,2015-05-18,SET50
2015-05-19,"1,012.71",1003.09,1014.41,1003.05,860.96M,1.14,1012.71,860960000.0,2015-05-19,SET50
2015-05-20,"1,005.98",1012.51,1014.66,1005.73,1.11B,-0.66,1005.98,1110000000.0,2015-05-20,SET50
2015-05-21,"1,010.71",1008.87,1013.09,1007.28,1.08B,0.47,1010.71,1080000000.0,2015-05-21,SET50
2015-05-22,"1,007.68",1015.03,1017.93,1007.48,763.42M,-0.3,1007.68,763420000.0,2015-05-22,SET50
2015-05-25,996.05,1009.58,1011.17,996.05,552.13M,-1.15,996.05,552130000.0,2015-05-25,SET50
2015-05-26,989.31,995.88,1000.21,988.88,728.20M,-0.68,989.31,728200000.0,2015-05-26,SET50
2015-05-27,991.39,984.86,992.35,980.95,731.92M,0.21,991.39,731920000.0,2015-05-27,SET50
2015-05-28,985.15,992.13,992.94,980.31,741.37M,-0.63,985.15,741370000.0,2015-05-28,SET50
2015-05-29,985.37,987.14,990.18,982.78,861.31M,0.02,985.37,861310000.0,2015-05-29,SET50
2015-06-02,972.01,981.6,983.14,971.92,835.64M,-1.36,972.01,835640000.0,2015-06-02,SET50
2015-06-03,975.93,975.58,979.97,972.75,759.62M,0.4,975.93,759620000.0,2015-06-03,SET50
2015-06-04,981.86,976.77,982.49,969.95,783.46M,0.61,981.86,783460000.0,2015-06-04,SET50
2015-06-05,994.33,981.42,995.99,981.23,986.33M,1.27,994.33,986330000.0,2015-06-05,SET50
2015-06-08,993.57,993.53,996.29,988.53,762.99M,-0.08,993.57,762990000.0,2015-06-08,SET50
2015-06-09,981.38,990.44,991.05,980.94,1.32B,-1.23,981.38,1320000000.0,2015-06-09,SET50
2015-06-10,991.38,984.69,996.13,984.43,767.30M,1.02,991.38,767300000.0,2015-06-10,SET50
2015-06-11,999.10,998.46,1002.04,995.31,1.88B,0.78,999.1,1880000000.0,2015-06-11,SET50
2015-06-12,992.39,998.91,999.91,992.04,806.54M,-0.67,992.39,806540000.0,2015-06-12,SET50
2015-06-15,986.87,991.43,991.7,984.3,803.93M,-0.56,986.87,803930000.0,2015-06-15,SET50
2015-06-16,987.79,987.36,992.27,986.87,620.82M,0.09,987.79,620820000.0,2015-06-16,SET50
2015-06-17,996.87,990.97,998.7,988.63,807.78M,0.92,996.87,807780000.0,2015-06-17,SET50
2015-06-18,991.03,997.97,998.86,989.49,1.45B,-0.59,991.03,1450000000.0,2015-06-18,SET50
2015-06-19,978.69,990.33,990.96,976.31,1.21B,-1.25,978.69,1210000000.0,2015-06-19,SET50
2015-06-22,989.51,980.31,994.2,979.81,791.29M,1.11,989.51,791290000.0,2015-06-22,SET50
2015-06-23,988.05,995.65,996.56,986.88,810.50M,-0.15,988.05,810500000.0,2015-06-23,SET50
2015-06-24,999.93,991.59,999.93,990.97,1.19B,1.2,999.93,1190000000.0,2015-06-24,SET50
2015-06-25,"1,000.75",998.71,1004.12,995.32,935.11M,0.08,1000.75,935110000.0,2015-06-25,SET50
2015-06-26,999.11,1001.34,1003.92,998.44,844.80M,-0.16,999.11,844800000.0,2015-06-26,SET50
2015-06-29,995.93,987.71,1000.67,984.9,1.08B,-0.32,995.93,1080000000.0,2015-06-29,SET50
2015-06-30,989.21,995.38,996.61,984.92,1.30B,-0.67,989.21,1300000000.0,2015-06-30,SET50
2015-07-02,980.19,989.01,989.41,978.42,1.49B,-0.91,980.19,1490000000.0,2015-07-02,SET50
2015-07-03,979.10,979.48,983.51,974.97,1.14B,-0.11,979.1,1140000000.0,2015-07-03,SET50
2015-07-06,968.48,971.78,973.35,964.82,1.49B,-1.08,968.48,1490000000.0,2015-07-06,SET50
2015-07-07,975.23,970.38,976.09,968.31,1.12B,0.7,975.23,1120000000.0,2015-07-07,SET50
2015-07-08,964.62,968.63,970.92,962.24,942.69M,-1.09,964.62,942690000.0,2015-07-08,SET50
2015-07-09,967.42,963.93,971.87,958.5,1.12B,0.29,967.42,1120000000.0,2015-07-09,SET50
2015-07-10,977.57,975.29,978.15,970.49,1.17B,1.05,977.57,1170000000.0,2015-07-10,SET50
2015-07-13,980.28,975.47,983.13,973.39,918.02M,0.28,980.28,918020000.0,2015-07-13,SET50
2015-07-14,977.29,981.56,982.71,976.16,843.94M,-0.31,977.29,843940000.0,2015-07-14,SET50
2015-07-15,976.71,979.21,983.62,976.61,1.09B,-0.06,976.71,1090000000.0,2015-07-15,SET50
2015-07-16,974.29,977.6,979.75,969.61,2.23B,-0.25,974.29,2230000000.0,2015-07-16,SET50
2015-07-17,972.51,975.34,976.55,969.61,915.46M,-0.18,972.51,915460000.0,2015-07-17,SET50
2015-07-20,964.19,972.73,973.73,963.89,1.00B,-0.86,964.19,1000000000.0,2015-07-20,SET50
2015-07-21,952.25,964.92,965.28,948.36,2.02B,-1.24,952.25,2020000000.0,2015-07-21,SET50
2015-07-22,953.40,948.17,954.65,942.07,1.98B,0.12,953.4,1980000000.0,2015-07-22,SET50
2015-07-23,948.67,952.28,956.56,948.67,1.13B,-0.5,948.67,1130000000.0,2015-07-23,SET50
2015-07-24,943.07,945.88,946.85,939.91,935.05M,-0.59,943.07,935050000.0,2015-07-24,SET50
2015-07-27,926.10,938.01,939.52,923.35,1.96B,-1.8,926.1,1960000000.0,2015-07-27,SET50
2015-07-28,926.83,930.59,934.4,921.14,1.75B,0.08,926.83,1750000000.0,2015-07-28,SET50
2015-07-29,933.59,930.71,935.48,921.96,1.41B,0.73,933.59,1410000000.0,2015-07-29,SET50
2015-07-31,950.42,938.72,950.42,937.94,1.16B,1.8,950.42,1160000000.0,2015-07-31,SET50
2015-08-03,949.76,946.25,949.95,943.1,1.03B,-0.07,949.76,1030000000.0,2015-08-03,SET50
2015-08-04,941.36,946.56,946.89,938.16,1.13B,-0.88,941.36,1130000000.0,2015-08-04,SET50
2015-08-05,943.86,946.82,948.71,941.88,1.05B,0.27,943.86,1050000000.0,2015-08-05,SET50
2015-08-06,937.69,942.63,945.07,936.16,617.43M,-0.65,937.69,617430000.0,2015-08-06,SET50
2015-08-07,935.41,936.41,938.83,933.75,569.84M,-0.24,935.41,569840000.0,2015-08-07,SET50
2015-08-10,928.25,929.88,932.32,926.75,888.04M,-0.77,928.25,888040000.0,2015-08-10,SET50
2015-08-11,918.65,929.79,931.84,918.65,812.75M,-1.03,918.65,812750000.0,2015-08-11,SET50
2015-08-13,918.71,912.21,918.71,901.58,1.82B,0.01,918.71,1820000000.0,2015-08-13,SET50
2015-08-14,924.79,917.15,926.5,913.35,1.24B,0.66,924.79,1240000000.0,2015-08-14,SET50
2015-08-17,919.88,923.89,927.38,919.88,1.23B,-0.53,919.88,1230000000.0,2015-08-17,SET50
2015-08-18,894.25,893.48,904.59,886.16,2.65B,-2.79,894.25,2650000000.0,2015-08-18,SET50
2015-08-19,896.73,896.65,901.03,891.14,1.42B,0.28,896.73,1420000000.0,2015-08-19,SET50
2015-08-20,889.57,890.97,895.94,887.98,1.51B,-0.8,889.57,1510000000.0,2015-08-20,SET50
2015-08-21,885.80,884.99,889.08,877.89,1.52B,-0.42,885.8,1520000000.0,2015-08-21,SET50
2015-08-24,840.84,861.72,863.75,840.84,2.24B,-5.08,840.84,2240000000.0,2015-08-24,SET50
2015-08-25,861.52,854.39,862.02,838.84,2.37B,2.46,861.52,2370000000.0,2015-08-25,SET50
2015-08-26,857.24,855.16,867.58,855.11,1.90B,-0.5,857.24,1900000000.0,2015-08-26,SET50
2015-08-27,886.24,871.41,887.22,869.28,2.04B,3.38,886.24,2040000000.0,2015-08-27,SET50
2015-08-28,893.77,899.46,903.7,887.16,1.81B,0.85,893.77,1810000000.0,2015-08-28,SET50
2015-08-31,905.68,894.15,905.68,890.99,1.26B,1.33,905.68,1260000000.0,2015-08-31,SET50
2015-09-01,888.92,904.05,905.39,888.05,1.47B,-1.85,888.92,1470000000.0,2015-09-01,SET50
2015-09-02,897.69,887.48,898.79,882.88,1.69B,0.99,897.69,1690000000.0,2015-09-02,SET50
2015-09-03,903.56,901.65,906.35,900.53,1.64B,0.65,903.56,1640000000.0,2015-09-03,SET50
2015-09-04,892.34,897.96,901.12,890.29,1.21B,-1.24,892.34,1210000000.0,2015-09-04,SET50
2015-09-07,891.87,889.84,894.04,887.55,1.08B,-0.05,891.87,1080000000.0,2015-09-07,SET50
2015-09-08,897.65,891.31,897.65,882.2,1.30B,0.65,897.65,1300000000.0,2015-09-08,SET50
2015-09-09,909.87,906.75,911.61,902.54,2.47B,1.36,909.87,2470000000.0,2015-09-09,SET50
2015-09-10,908.29,901.09,908.29,900.04,1.86B,-0.17,908.29,1860000000.0,2015-09-10,SET50
2015-09-11,897.13,910.49,913.15,896.87,2.10B,-1.23,897.13,2100000000.0,2015-09-11,SET50
2015-09-14,894.25,896.97,898.91,889.17,1.31B,-0.32,894.25,1310000000.0,2015-09-14,SET50
2015-09-15,889.97,893.53,896.78,887.44,1.82B,-0.48,889.97,1820000000.0,2015-09-15,SET50
2015-09-16,898.30,893.18,898.3,888.78,1.33B,0.94,898.3,1330000000.0,2015-09-16,SET50
2015-09-17,904.51,902.17,906.95,899.4,1.12B,0.69,904.51,1120000000.0,2015-09-17,SET50
2015-09-18,903.24,907.38,910.08,900.65,1.63B,-0.14,903.24,1630000000.0,2015-09-18,SET50
2015-09-21,905.38,898.33,907.0,896.2,991.63M,0.24,905.38,991630000.0,2015-09-21,SET50
2015-09-22,894.23,907.52,908.23,892.45,1.45B,-1.23,894.23,1450000000.0,2015-09-22,SET50
2015-09-23,888.90,888.09,892.8,881.31,1.30B,-0.6,888.9,1300000000.0,2015-09-23,SET50
2015-09-24,887.90,886.39,890.14,880.46,1.44B,-0.11,887.9,1440000000.0,2015-09-24,SET50
2015-09-25,890.47,889.24,893.79,882.89,1.17B,0.29,890.47,1170000000.0,2015-09-25,SET50
2015-09-28,872.24,882.38,882.93,872.18,1.06B,-2.05,872.24,1060000000.0,2015-09-28,SET50
2015-09-29,868.04,865.1,877.75,864.22,1.41B,-0.48,868.04,1410000000.0,2015-09-29,SET50
2015-09-30,868.71,872.15,874.54,867.6,1.31B,0.08,868.71,1310000000.0,2015-09-30,SET50
2015-10-01,867.23,872.13,876.07,866.48,1.23B,-0.17,867.23,1230000000.0,2015-10-01,SET50
2015-10-02,868.39,867.51,871.02,864.13,700.61M,0.13,868.39,700610000.0,2015-10-02,SET50
2015-10-05,881.81,874.59,882.14,874.25,1.22B,1.55,881.81,1220000000.0,2015-10-05,SET50
2015-10-06,888.08,885.24,889.09,881.34,1.47B,0.71,888.08,1470000000.0,2015-10-06,SET50
