Date,Price,Open,High,Low,Vol.,Change %,Close,Volume,Date,Ticker
2016-06-17,900.11,897.0,900.78,892.77,997.40M,0.78,900.11,997400000.0,2016-06-17,SET50
2016-06-20,901.08,903.32,904.58,898.92,1.25B,0.11,901.08,1250000000.0,2016-06-20,SET50
2016-06-21,907.65,901.55,909.53,899.89,1.46B,0.73,907.65,1460000000.0,2016-06-21,SET50
2016-06-22,902.26,907.97,910.14,900.09,1.14B,-0.59,902.26,1140000000.0,2016-06-22,SET50
2016-06-23,913.35,902.23,914.25,896.66,1.31B,1.23,913.35,1310000000.0,2016-06-23,SET50
2016-06-24,892.63,893.42,896.77,879.69,3.35B,-2.27,892.63,3350000000.0,2016-06-24,SET50
2016-06-27,897.24,890.4,900.1,888.54,1.49B,0.52,897.24,1490000000.0,2016-06-27,SET50
2016-06-28,904.85,898.68,906.06,896.38,1.21B,0.85,904.85,1210000000.0,2016-06-28,SET50
2016-06-29,908.89,911.13,914.24,907.35,2.18B,0.45,908.89,2180000000.0,2016-06-29,SET50
2016-06-30,910.56,914.96,915.68,904.8,1.63B,0.18,910.56,1630000000.0,2016-06-30,SET50
2016-07-04,918.54,916.81,919.97,914.56,1.28B,0.88,918.54,1280000000.0,2016-07-04,SET50
2016-07-05,913.48,918.45,921.62,912.81,1.47B,-0.55,913.48,1470000000.0,2016-07-05,SET50
2016-07-06,913.75,908.48,917.24,908.04,1.35B,0.03,913.75,1350000000.0,2016-07-06,SET50
2016-07-07,915.44,918.48,921.9,915.32,3.65B,0.18,915.44,3650000000.0,2016-07-07,SET50
2016-07-08,915.88,914.74,917.62,910.03,1.85B,0.05,915.88,1850000000.0,2016-07-08,SET50
2016-07-11,926.08,922.34,928.03,921.14,2.38B,1.11,926.08,2380000000.0,2016-07-11,SET50
2016-07-12,931.03,929.43,932.99,923.88,2.49B,0.53,931.03,2490000000.0,2016-07-12,SET50
2016-07-13,934.38,935.58,937.7,931.52,2.65B,0.36,934.38,2650000000.0,2016-07-13,SET50
2016-07-14,942.75,935.36,942.95,931.65,2.06B,0.9,942.75,2060000000.0,2016-07-14,SET50
2016-07-15,942.95,945.01,948.38,941.5,1.56B,0.02,942.95,1560000000.0,2016-07-15,SET50
2016-07-20,958.84,949.51,958.84,948.08,1.85B,1.69,958.84,1850000000.0,2016-07-20,SET50
2016-07-21,953.96,959.17,963.9,953.68,1.70B,-0.51,953.96,1700000000.0,2016-07-21,SET50
2016-07-22,958.98,953.2,959.54,948.76,1.54B,0.53,958.98,1540000000.0,2016-07-22,SET50
2016-07-25,959.62,957.02,963.53,956.25,1.95B,0.07,959.62,1950000000.0,2016-07-25,SET50
2016-07-26,952.66,960.54,962.23,950.4,2.10B,-0.73,952.66,2100000000.0,2016-07-26,SET50
2016-07-27,960.17,957.9,961.83,956.92,1.62B,0.79,960.17,1620000000.0,2016-07-27,SET50
2016-07-28,967.14,960.01,968.63,955.16,1.83B,0.73,967.14,1830000000.0,2016-07-28,SET50
2016-07-29,964.44,968.29,971.32,963.98,1.75B,-0.28,964.44,1750000000.0,2016-07-29,SET50
2016-08-01,956.31,969.6,971.15,954.93,2.15B,-0.84,956.31,2150000000.0,2016-08-01,SET50
2016-08-02,945.53,952.25,955.76,944.59,1.88B,-1.13,945.53,1880000000.0,2016-08-02,SET50
2016-08-03,953.09,945.32,954.75,942.22,1.67B,0.8,953.09,1670000000.0,2016-08-03,SET50
2016-08-04,953.56,955.01,958.48,952.5,1.35B,0.05,953.56,1350000000.0,2016-08-04,SET50
2016-08-05,962.62,960.11,963.63,958.02,1.41B,0.95,962.62,1410000000.0,2016-08-05,SET50
2016-08-08,983.07,978.07,983.45,973.73,1.94B,2.12,983.07,1940000000.0,2016-08-08,SET50
2016-08-09,986.05,984.87,989.78,981.9,1.93B,0.3,986.05,1930000000.0,2016-08-09,SET50
2016-08-10,986.58,987.88,990.54,982.0,1.69B,0.05,986.58,1690000000.0,2016-08-10,SET50
2016-08-11,990.71,987.18,990.73,984.01,2.00B,0.42,990.71,2000000000.0,2016-08-11,SET50
2016-08-15,989.06,982.67,995.59,981.34,1.82B,-0.17,989.06,1820000000.0,2016-08-15,SET50
2016-08-16,981.84,991.54,994.7,978.4,1.91B,-0.73,981.84,1910000000.0,2016-08-16,SET50
2016-08-17,976.90,979.85,983.46,975.45,1.67B,-0.5,976.9,1670000000.0,2016-08-17,SET50
2016-08-18,987.73,980.27,990.1,979.2,1.83B,1.11,987.73,1830000000.0,2016-08-18,SET50
2016-08-19,981.26,989.33,991.05,979.28,1.38B,-0.66,981.26,1380000000.0,2016-08-19,SET50
2016-08-22,982.53,979.97,984.59,978.31,1.68B,0.13,982.53,1680000000.0,2016-08-22,SET50
2016-08-23,981.17,976.28,982.21,973.04,1.74B,-0.14,981.17,1740000000.0,2016-08-23,SET50
2016-08-24,986.20,981.0,988.24,978.34,1.60B,0.51,986.2,1600000000.0,2016-08-24,SET50
2016-08-25,983.53,988.39,991.16,979.62,1.64B,-0.27,983.53,1640000000.0,2016-08-25,SET50
2016-08-26,987.29,984.01,991.87,983.52,1.13B,0.38,987.29,1130000000.0,2016-08-26,SET50
2016-08-29,982.53,988.51,989.74,979.32,1.41B,-0.48,982.53,1410000000.0,2016-08-29,SET50
2016-08-30,983.07,985.46,988.74,983.07,1.12B,0.05,983.07,1120000000.0,2016-08-30,SET50
2016-08-31,983.26,981.71,983.82,976.86,1.29B,0.02,983.26,1290000000.0,2016-08-31,SET50
2016-09-01,978.17,983.85,984.67,978.17,1.63B,-0.52,978.17,1630000000.0,2016-09-01,SET50
2016-09-02,964.44,977.47,978.07,961.14,2.00B,-1.4,964.44,2000000000.0,2016-09-02,SET50
2016-09-05,949.11,968.82,969.55,939.06,2.29B,-1.59,949.11,2290000000.0,2016-09-05,SET50
2016-09-06,950.22,950.07,955.43,946.72,1.62B,0.12,950.22,1620000000.0,2016-09-06,SET50
2016-09-07,943.39,952.51,959.61,943.18,1.45B,-0.72,943.39,1450000000.0,2016-09-07,SET50
2016-09-08,927.82,944.81,945.81,924.36,2.22B,-1.65,927.82,2220000000.0,2016-09-08,SET50
2016-09-09,921.48,927.59,930.92,915.62,1.68B,-0.68,921.48,1680000000.0,2016-09-09,SET50
2016-09-12,899.38,907.68,913.48,899.06,1.44B,-2.4,899.38,1440000000.0,2016-09-12,SET50
2016-09-13,925.46,913.5,928.18,910.82,1.48B,2.9,925.46,1480000000.0,2016-09-13,SET50
2016-09-14,930.95,923.74,933.75,922.63,1.04B,0.59,930.95,1040000000.0,2016-09-14,SET50
2016-09-15,932.21,931.36,936.7,928.37,1.30B,0.14,932.21,1300000000.0,2016-09-15,SET50
2016-09-16,943.94,936.86,943.94,933.7,2.18B,1.26,943.94,2180000000.0,2016-09-16,SET50
2016-09-19,951.81,946.16,952.61,943.64,1.33B,0.83,951.81,1330000000.0,2016-09-19,SET50
2016-09-20,938.80,949.41,949.77,933.77,1.37B,-1.37,938.8,1370000000.0,2016-09-20,SET50
2016-09-21,948.33,944.05,956.21,943.04,1.89B,1.02,948.33,1890000000.0,2016-09-21,SET50
2016-09-22,961.13,957.35,962.72,954.44,1.57B,1.35,961.13,1570000000.0,2016-09-22,SET50
2016-09-23,951.73,961.04,961.04,946.52,1.41B,-0.98,951.73,1410000000.0,2016-09-23,SET50
2016-09-26,948.87,942.81,950.52,940.53,952.36M,-0.3,948.87,952360000.0,2016-09-26,SET50
2016-09-27,947.58,951.88,955.09,947.58,849.53M,-0.14,947.58,849530000.0,2016-09-27,SET50
2016-09-28,941.30,946.7,949.24,938.82,1.11B,-0.66,941.3,1110000000.0,2016-09-28,SET50
2016-09-29,949.91,949.8,955.91,946.97,1.43B,0.91,949.91,1430000000.0,2016-09-29,SET50
2016-09-30,944.42,945.45,948.79,942.11,1.14B,-0.58,944.42,1140000000.0,2016-09-30,SET50
2016-10-03,950.24,949.75,952.83,947.88,1.28B,0.62,950.24,1280000000.0,2016-10-03,SET50
2016-10-04,963.83,953.21,964.94,951.65,1.63B,1.43,963.83,1630000000.0,2016-10-04,SET50
2016-10-05,962.77,965.61,966.51,960.06,1.36B,-0.11,962.77,1360000000.0,2016-10-05,SET50
2016-10-06,963.65,964.12,967.78,961.03,1.77B,0.09,963.65,1770000000.0,2016-10-06,SET50
2016-10-07,957.23,963.65,964.2,954.5,1.37B,-0.67,957.23,1370000000.0,2016-10-07,SET50
2016-10-10,927.87,924.39,936.6,922.3,2.39B,-3.07,927.87,2390000000.0,2016-10-10,SET50
2016-10-11,917.14,933.67,934.89,910.55,1.92B,-1.16,917.14,1920000000.0,2016-10-11,SET50
2016-10-12,896.30,910.77,912.6,850.23,4.16B,-2.27,896.3,4160000000.0,2016-10-12,SET50
2016-10-13,906.77,883.77,906.77,863.11,3.31B,1.17,906.77,3310000000.0,2016-10-13,SET50
2016-10-14,943.85,941.68,947.19,929.68,3.31B,4.09,943.85,3310000000.0,2016-10-14,SET50
2016-10-17,939.76,937.61,944.46,932.02,1.82B,-0.43,939.76,1820000000.0,2016-10-17,SET50
2016-10-18,937.67,941.07,942.78,932.33,1.62B,-0.22,937.67,1620000000.0,2016-10-18,SET50
2016-10-19,940.21,932.25,944.93,930.38,1.74B,0.27,940.21,1740000000.0,2016-10-19,SET50
2016-10-20,944.52,947.47,949.71,944.16,1.65B,0.46,944.52,1650000000.0,2016-10-20,SET50
2016-10-21,947.01,945.48,948.3,942.24,1.56B,0.26,947.01,1560000000.0,2016-10-21,SET50
2016-10-25,949.16,949.75,950.94,943.82,1.13B,0.23,949.16,1130000000.0,2016-10-25,SET50
2016-10-26,938.42,948.02,949.07,938.42,1.08B,-1.13,938.42,1080000000.0,2016-10-26,SET50
2016-10-27,941.27,938.1,944.11,936.85,1.22B,0.3,941.27,1220000000.0,2016-10-27,SET50
2016-10-28,938.72,942.76,943.31,935.96,1.03B,-0.27,938.72,1030000000.0,2016-10-28,SET50
2016-10-31,936.66,937.37,939.35,934.67,848.85M,-0.22,936.66,848850000.0,2016-10-31,SET50
2016-11-01,942.56,939.53,944.4,938.73,1.51B,0.63,942.56,1510000000.0,2016-11-01,SET50
2016-11-02,937.75,940.8,940.97,934.74,1.15B,-0.51,937.75,1150000000.0,2016-11-02,SET50
2016-11-03,932.36,936.7,942.18,932.31,1.27B,-0.57,932.36,1270000000.0,2016-11-03,SET50
2016-11-04,926.47,928.19,931.06,923.23,1.16B,-0.63,926.47,1160000000.0,2016-11-04,SET50
2016-11-07,938.33,934.02,940.71,932.9,1.23B,1.28,938.33,1230000000.0,2016-11-07,SET50
2016-11-08,945.39,939.59,946.15,937.47,2.24B,0.75,945.39,2240000000.0,2016-11-08,SET50
2016-11-09,944.07,937.41,944.08,928.15,3.90B,-0.14,944.07,3900000000.0,2016-11-09,SET50
2016-11-10,946.79,950.72,952.98,946.22,2.20B,0.29,946.79,2200000000.0,2016-11-10,SET50
2016-11-11,933.81,942.45,942.94,932.93,2.23B,-1.37,933.81,2230000000.0,2016-11-11,SET50
2016-11-14,914.45,923.08,924.68,913.04,1.33B,-2.07,914.45,1330000000.0,2016-11-14,SET50
2016-11-15,920.17,917.67,921.96,909.3,1.58B,0.63,920.17,1580000000.0,2016-11-15,SET50
2016-11-16,917.28,925.72,928.19,917.24,1.27B,-0.31,917.28,1270000000.0,2016-11-16,SET50
2016-11-17,918.03,919.03,919.98,912.03,1.26B,0.08,918.03,1260000000.0,2016-11-17,SET50
2016-11-18,917.20,916.61,919.27,911.72,1.03B,-0.09,917.2,1030000000.0,2016-11-18,SET50
2016-11-21,919.41,919.31,923.89,916.27,883.31M,0.24,919.41,883310000.0,2016-11-21,SET50
2016-11-22,925.45,925.19,928.44,923.97,1.07B,0.66,925.45,1070000000.0000001,2016-11-22,SET50
2016-11-23,933.20,928.96,933.22,927.08,1.08B,0.84,933.2,1080000000.0,2016-11-23,SET50
2016-11-24,928.03,931.72,933.48,927.01,1.44B,-0.55,928.03,1440000000.0,2016-11-24,SET50
2016-11-25,935.46,931.41,935.46,930.41,953.48M,0.8,935.46,953480000.0,2016-11-25,SET50
2016-11-28,934.78,936.51,937.73,933.44,895.60M,-0.07,934.78,895600000.0,2016-11-28,SET50
2016-11-29,932.48,940.24,942.05,931.85,1.09B,-0.25,932.48,1090000000.0,2016-11-29,SET50
2016-11-30,943.18,933.12,945.14,930.88,1.21B,1.15,943.18,1210000000.0,2016-11-30,SET50
2016-12-01,947.32,950.36,954.22,946.37,1.12B,0.44,947.32,1120000000.0,2016-12-01,SET50
2016-12-02,940.21,948.23,952.01,937.68,758.25M,-0.75,940.21,758250000.0,2016-12-02,SET50
2016-12-06,950.09,942.64,950.09,939.29,755.42M,1.05,950.09,755420000.0,2016-12-06,SET50
2016-12-07,951.71,947.78,954.45,946.49,1.01B,0.17,951.71,1010000000.0,2016-12-07,SET50
2016-12-08,953.68,953.71,958.22,953.24,1.20B,0.21,953.68,1200000000.0,2016-12-08,SET50
2016-12-09,954.37,958.6,959.36,951.35,910.75M,0.07,954.37,910750000.0,2016-12-09,SET50
2016-12-13,956.86,955.22,959.08,950.12,1.32B,0.26,956.86,1320000000.0,2016-12-13,SET50
2016-12-14,950.09,956.6,957.42,948.52,993.01M,-0.71,950.09,993010000.0,2016-12-14,SET50
2016-12-15,946.98,945.76,950.22,944.23,1.02B,-0.33,946.98,1020000000.0,2016-12-15,SET50
2016-12-16,946.62,949.26,951.63,946.13,898.94M,-0.04,946.62,898940000.0,2016-12-16,SET50
2016-12-19,948.14,947.65,950.7,946.42,666.87M,0.16,948.14,666870000.0,2016-12-19,SET50
2016-12-20,944.18,949.21,949.52,940.86,655.80M,-0.42,944.18,655800000.0,2016-12-20,SET50
2016-12-21,940.30,945.4,946.97,940.07,489.36M,-0.41,940.3,489360000.0,2016-12-21,SET50
2016-12-22,938.60,940.7,941.29,936.0,482.28M,-0.18,938.6,482280000.0,2016-12-22,SET50
2016-12-23,940.98,938.85,943.81,936.2,628.37M,0.25,940.98,628370000.0,2016-12-23,SET50
2016-12-26,945.45,942.19,947.04,941.89,438.10M,0.48,945.45,438100000.0,2016-12-26,SET50
2016-12-27,945.88,945.86,948.02,944.34,495.14M,0.05,945.88,495140000.0,2016-12-27,SET50
2016-12-28,951.39,948.33,953.35,946.45,620.27M,0.58,951.39,620270000.0,2016-12-28,SET50
2016-12-29,961.96,950.76,966.85,950.31,718.65M,1.11,961.96,718650000.0,2016-12-29,SET50
2016-12-30,964.84,963.08,968.6,961.74,705.94M,0.3,964.84,705940000.0,2016-12-30,SET50
2017-01-04,980.93,968.24,981.5,968.12,1.98B,1.67,980.93,1980000000.0,2017-01-04,SET50
2017-01-05,985.53,983.91,988.18,980.4,1.99B,0.47,985.53,1990000000.0,2017-01-05,SET50
2017-01-06,983.91,986.65,988.39,980.63,2.10B,-0.16,983.91,2100000000.0,2017-01-06,SET50
2017-01-09,978.56,984.33,984.99,976.03,1.56B,-0.54,978.56,1560000000.0,2017-01-09,SET50
2017-01-10,983.72,977.64,985.65,977.6,1.67B,0.53,983.72,1670000000.0,2017-01-10,SET50
2017-01-11,981.90,982.99,989.57,981.9,1.50B,-0.19,981.9,1500000000.0,2017-01-11,SET50
2017-01-12,979.29,987.07,987.25,977.98,1.62B,-0.27,979.29,1620000000.0,2017-01-12,SET50
2017-01-13,983.23,982.47,984.68,977.89,1.08B,0.4,983.23,1080000000.0,2017-01-13,SET50
2017-01-16,979.74,981.55,984.25,976.33,1.08B,-0.35,979.74,1080000000.0,2017-01-16,SET50
2017-01-17,976.82,980.06,983.43,976.05,1.45B,-0.3,976.82,1450000000.0,2017-01-17,SET50
2017-01-18,972.59,978.13,980.01,972.51,1.79B,-0.43,972.59,1790000000.0,2017-01-18,SET50
2017-01-19,969.19,971.26,972.52,963.58,1.57B,-0.35,969.19,1570000000.0,2017-01-19,SET50
2017-01-20,972.72,967.73,975.63,966.29,1.89B,0.36,972.72,1890000000.0,2017-01-20,SET50
2017-01-23,976.04,975.9,977.74,973.27,1.01B,0.34,976.04,1010000000.0,2017-01-23,SET50
2017-01-24,984.23,977.12,985.07,976.89,2.94B,0.84,984.23,2940000000.0,2017-01-24,SET50
2017-01-25,990.51,987.34,992.74,984.83,2.83B,0.64,990.51,2830000000.0,2017-01-25,SET50
2017-01-26,998.44,1000.98,1004.03,993.98,1.91B,0.8,998.44,1910000000.0,2017-01-26,SET50
2017-01-27,996.10,997.54,998.24,993.03,940.02M,-0.23,996.1,940020000.0,2017-01-27,SET50
2017-01-30,994.76,994.15,997.52,991.84,621.54M,-0.13,994.76,621540000.0,2017-01-30,SET50
2017-01-31,984.21,991.02,991.68,982.97,1.31B,-1.06,984.21,1310000000.0,2017-01-31,SET50
2017-02-01,984.71,982.22,987.18,979.1,1.23B,0.05,984.71,1230000000.0,2017-02-01,SET50
2017-02-02,982.41,984.91,988.59,981.46,904.01M,-0.23,982.41,904010000.0,2017-02-02,SET50
2017-02-03,990.97,982.49,993.43,980.49,1.10B,0.87,990.97,1100000000.0,2017-02-03,SET50
2017-02-06,996.40,993.72,998.78,991.17,1.30B,0.55,996.4,1300000000.0,2017-02-06,SET50
2017-02-07,991.30,994.49,997.32,988.97,933.37M,-0.51,991.3,933370000.0,2017-02-07,SET50
2017-02-08,996.23,990.91,1000.71,989.9,1.44B,0.5,996.23,1440000000.0,2017-02-08,SET50
2017-02-09,990.33,998.74,1000.66,990.15,1.12B,-0.59,990.33,1120000000.0,2017-02-09,SET50
2017-02-10,992.36,995.08,995.91,990.36,1.15B,0.2,992.36,1150000000.0,2017-02-10,SET50
2017-02-14,981.66,993.55,994.52,980.72,1.09B,-1.08,981.66,1090000000.0,2017-02-14,SET50
2017-02-15,984.60,980.85,985.62,975.67,1.66B,0.3,984.6,1660000000.0,2017-02-15,SET50
2017-02-16,987.04,985.39,990.11,983.72,1.11B,0.25,987.04,1110000000.0,2017-02-16,SET50
2017-02-17,988.95,989.56,993.92,988.57,974.68M,0.19,988.95,974680000.0,2017-02-17,SET50
2017-02-20,989.74,990.97,992.42,986.52,967.24M,0.08,989.74,967240000.0,2017-02-20,SET50
2017-02-21,981.03,989.62,993.87,981.03,1.06B,-0.88,981.03,1060000000.0,2017-02-21,SET50
2017-02-22,987.05,983.76,987.56,979.68,927.52M,0.61,987.05,927520000.0,2017-02-22,SET50
2017-02-23,982.64,985.23,985.56,979.65,1.52B,-0.45,982.64,1520000000.0,2017-02-23,SET50
2017-02-24,981.51,981.92,984.23,978.57,1.05B,-0.11,981.51,1050000000.0,2017-02-24,SET50
2017-02-27,976.06,977.72,979.83,975.54,767.56M,-0.56,976.06,767560000.0,2017-02-27,SET50
2017-02-28,978.46,978.0,981.18,977.39,761.68M,0.25,978.46,761680000.0,2017-02-28,SET50
2017-03-01,985.94,981.19,986.01,979.67,1.07B,0.76,985.94,1070000000.0000001,2017-03-01,SET50
2017-03-02,985.93,988.19,989.79,985.39,1.08B,-0.0,985.93,1080000000.0,2017-03-02,SET50
2017-03-03,983.41,983.41,985.74,982.05,1.02B,-0.26,983.41,1020000000.0,2017-03-03,SET50
2017-03-06,975.54,981.46,982.1,973.12,836.02M,-0.8,975.54,836020000.0,2017-03-06,SET50
2017-03-07,974.53,975.37,978.89,972.94,710.76M,-0.1,974.53,710760000.0,2017-03-07,SET50
2017-03-08,980.14,974.31,980.71,968.1,1.11B,0.58,980.14,1110000000.0,2017-03-08,SET50
2017-03-09,977.50,977.33,979.51,973.94,718.41M,-0.27,977.5,718410000.0,2017-03-09,SET50
2017-03-10,972.88,976.89,977.45,970.11,794.41M,-0.47,972.88,794410000.0,2017-03-10,SET50
2017-03-13,975.37,972.25,975.88,968.15,938.24M,0.26,975.37,938240000.0,2017-03-13,SET50
2017-03-14,977.25,975.16,980.35,973.36,925.29M,0.19,977.25,925290000.0,2017-03-14,SET50
2017-03-15,975.71,976.7,978.63,973.43,969.00M,-0.16,975.71,969000000.0,2017-03-15,SET50
2017-03-16,986.70,982.58,989.2,980.28,1.62B,1.13,986.7,1620000000.0,2017-03-16,SET50
2017-03-17,988.44,988.28,989.58,984.14,1.25B,0.18,988.44,1250000000.0,2017-03-17,SET50
2017-03-20,989.53,991.07,994.59,987.92,934.67M,0.11,989.53,934670000.0,2017-03-20,SET50
2017-03-21,993.96,991.29,996.44,989.89,995.71M,0.45,993.96,995710000.0,2017-03-21,SET50
2017-03-22,992.07,987.87,995.03,985.81,899.21M,-0.19,992.07,899210000.0,2017-03-22,SET50
2017-03-23,993.25,995.72,996.6,992.4,732.53M,0.12,993.25,732530000.0,2017-03-23,SET50
2017-03-24,998.25,993.32,999.93,992.16,1.12B,0.5,998.25,1120000000.0,2017-03-24,SET50
2017-03-27,995.43,997.73,999.94,994.2,651.90M,-0.28,995.43,651900000.0,2017-03-27,SET50
2017-03-28,"1,000.40",997.38,1002.49,996.36,1.07B,0.5,1000.4,1070000000.0000001,2017-03-28,SET50
2017-03-29,997.63,998.86,1001.37,995.63,860.60M,-0.28,997.63,860600000.0,2017-03-29,SET50
2017-03-30,"1,001.52",997.96,1005.43,996.41,1.13B,0.39,1001.52,1130000000.0,2017-03-30,SET50
2017-03-31,996.44,1002.97,1004.58,996.44,1.28B,-0.51,996.44,1280000000.0,2017-03-31,SET50
2017-04-03,999.39,998.92,1002.35,997.9,853.26M,0.3,999.39,853260000.0,2017-04-03,SET50
2017-04-04,"1,000.98",998.94,1002.48,996.97,951.57M,0.16,1000.98,951570000.0,2017-04-04,SET50
2017-04-05,"1,000.13",1000.87,1002.47,996.2,1.08B,-0.08,1000.13,1080000000.0,2017-04-05,SET50
2017-04-07,"1,003.26",998.53,1003.59,995.75,853.72M,0.31,1003.26,853720000.0,2017-04-07,SET50
2017-04-10,"1,002.50",1000.6,1003.78,997.74,653.60M,-0.08,1002.5,653600000.0,2017-04-10,SET50
2017-04-11,"1,003.25",1003.65,1006.9,1001.83,809.93M,0.07,1003.25,809930000.0,2017-04-11,SET50
2017-04-12,"1,009.23",1005.3,1009.23,1004.7,715.93M,0.6,1009.23,715930000.0,2017-04-12,SET50
2017-04-17,999.77,1005.88,1006.04,998.52,596.67M,-0.94,999.77,596670000.0,2017-04-17,SET50
2017-04-18,997.68,1002.31,1004.78,997.62,980.59M,-0.21,997.68,980590000.0,2017-04-18,SET50
2017-04-19,992.89,997.01,998.39,992.71,1.49B,-0.48,992.89,1490000000.0,2017-04-19,SET50
2017-04-20,993.86,992.8,998.18,991.91,1.18B,0.1,993.86,1180000000.0,2017-04-20,SET50
2017-04-21,995.83,995.56,998.69,994.6,943.04M,0.2,995.83,943040000.0,2017-04-21,SET50
2017-04-24,992.51,996.31,997.62,990.36,844.56M,-0.33,992.51,844560000.0,2017-04-24,SET50
2017-04-25,993.39,994.19,996.76,987.25,1.23B,0.09,993.39,1230000000.0,2017-04-25,SET50
2017-04-26,996.93,993.71,998.89,991.47,1.03B,0.36,996.93,1030000000.0,2017-04-26,SET50
2017-04-27,995.19,996.13,997.36,992.55,705.15M,-0.17,995.19,705150000.0,2017-04-27,SET50
2017-04-28,993.98,996.6,997.2,992.2,1.02B,-0.12,993.98,1020000000.0,2017-04-28,SET50
2017-05-02,992.82,994.03,997.39,992.36,643.94M,-0.12,992.82,643940000.0,2017-05-02,SET50
2017-05-03,993.57,993.77,997.19,992.85,632.30M,0.08,993.57,632300000.0,2017-05-03,SET50
2017-05-04,999.01,994.79,1000.63,994.59,987.41M,0.55,999.01,987410000.0,2017-05-04,SET50
2017-05-05,997.24,997.67,998.75,992.96,773.58M,-0.18,997.24,773580000.0,2017-05-05,SET50
2017-05-08,996.56,996.87,998.7,994.42,760.59M,-0.07,996.56,760590000.0,2017-05-08,SET50
2017-05-09,993.46,998.46,998.94,991.19,966.95M,-0.31,993.46,966950000.0,2017-05-09,SET50
2017-05-11,989.38,994.54,995.7,986.24,1.14B,-0.41,989.38,1140000000.0,2017-05-11,SET50
2017-05-12,983.37,989.56,989.56,979.4,1.24B,-0.61,983.37,1240000000.0,2017-05-12,SET50
2017-05-15,980.75,982.29,983.19,976.94,1.08B,-0.27,980.75,1080000000.0,2017-05-15,SET50
2017-05-16,984.66,980.64,986.26,979.65,1.35B,0.4,984.66,1350000000.0,2017-05-16,SET50
2017-05-17,983.98,985.09,987.98,983.02,1.33B,-0.07,983.98,1330000000.0,2017-05-17,SET50
2017-05-18,980.83,981.39,984.28,979.23,793.74M,-0.32,980.83,793740000.0,2017-05-18,SET50
2017-05-19,982.25,981.71,984.97,979.92,783.98M,0.14,982.25,783980000.0,2017-05-19,SET50
2017-05-22,987.38,985.24,989.57,985.21,841.45M,0.52,987.38,841450000.0,2017-05-22,SET50
2017-05-23,990.69,989.04,991.99,987.18,776.50M,0.34,990.69,776500000.0,2017-05-23,SET50
2017-05-24,991.62,991.23,993.48,989.58,805.49M,0.09,991.62,805490000.0,2017-05-24,SET50
2017-05-25,992.43,993.57,994.86,991.07,754.16M,0.08,992.43,754160000.0,2017-05-25,SET50
2017-05-26,991.97,991.83,994.51,990.09,746.37M,-0.05,991.97,746370000.0,2017-05-26,SET50
2017-05-29,991.87,991.79,993.9,989.92,655.45M,-0.01,991.87,655450000.0,2017-05-29,SET50
2017-05-30,991.49,993.01,993.91,990.93,482.85M,-0.04,991.49,482850000.0,2017-05-30,SET50
2017-05-31,986.08,993.7,995.34,984.18,1.12B,-0.55,986.08,1120000000.0,2017-05-31,SET50
2017-06-01,987.79,986.69,989.64,984.64,1.06B,0.17,987.79,1060000000.0,2017-06-01,SET50
2017-06-02,990.22,989.31,992.51,988.3,807.13M,0.25,990.22,807130000.0,2017-06-02,SET50
2017-06-05,988.36,993.57,994.33,985.89,896.33M,-0.19,988.36,896330000.0,2017-06-05,SET50
2017-06-06,990.04,988.95,991.35,985.24,968.97M,0.17,990.04,968970000.0,2017-06-06,SET50
2017-06-07,987.95,990.88,992.82,987.44,789.31M,-0.21,987.95,789310000.0,2017-06-07,SET50
2017-06-08,990.74,988.68,991.81,985.51,845.96M,0.28,990.74,845960000.0,2017-06-08,SET50
2017-06-09,987.52,990.71,991.04,985.79,862.28M,-0.33,987.52,862280000.0,2017-06-09,SET50
2017-06-12,984.87,987.78,989.8,982.82,711.62M,-0.27,984.87,711620000.0,2017-06-12,SET50
2017-06-13,991.24,986.35,992.22,985.03,917.44M,0.65,991.24,917440000.0,2017-06-13,SET50
2017-06-14,993.15,991.66,994.72,989.09,715.81M,0.19,993.15,715810000.0,2017-06-14,SET50
2017-06-15,989.58,990.99,994.3,989.22,640.64M,-0.36,989.58,640640000.0,2017-06-15,SET50
2017-06-16,992.10,992.13,993.98,988.76,811.46M,0.25,992.1,811460000.0,2017-06-16,SET50
2017-06-19,995.90,994.29,997.72,993.74,763.12M,0.38,995.9,763120000.0,2017-06-19,SET50
2017-06-20,994.52,997.42,997.81,993.0,715.56M,-0.14,994.52,715560000.0,2017-06-20,SET50
2017-06-21,992.70,992.4,993.92,989.73,920.84M,-0.18,992.7,920840000.0,2017-06-21,SET50
2017-06-22,994.96,993.05,997.51,992.47,1.17B,0.23,994.96,1170000000.0,2017-06-22,SET50
2017-06-23,996.26,996.12,998.28,994.93,1.23B,0.13,996.26,1230000000.0,2017-06-23,SET50
2017-06-26,997.44,998.82,1000.62,995.63,1.08B,0.12,997.44,1080000000.0,2017-06-26,SET50
2017-06-27,999.60,999.46,1001.15,997.04,730.31M,0.22,999.6,730310000.0,2017-06-27,SET50
2017-06-28,997.33,999.26,1000.19,995.38,803.63M,-0.23,997.33,803630000.0,2017-06-28,SET50
2017-06-29,995.10,1000.46,1003.26,993.77,1.46B,-0.22,995.1,1460000000.0,2017-06-29,SET50
2017-06-30,994.35,995.48,997.67,990.74,959.30M,-0.08,994.35,959300000.0,2017-06-30,SET50
