"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 11, 2018","2,513.04","2,513.76","2,520.56","2,499.71","1.38B","0.09%"
"Jun 08, 2018","2,510.86","2,537.52","2,537.92","2,510.58","1.87B","-0.84%"
"Jun 07, 2018","2,532.24","2,550.56","2,555.93","2,532.17","2.56B","-0.39%"
"Jun 06, 2018","2,542.21","2,540.47","2,553.01","2,532.11","3.08B","0.41%"
"Jun 05, 2018","2,531.94","2,514.56","2,535.70","2,496.55","4.18B","0.78%"
"Jun 04, 2018","2,512.41","2,507.95","2,519.84","2,501.60","6.05B","0.12%"
"Jun 01, 2018","2,509.37","2,522.90","2,529.42","2,501.03","5.82B","-0.54%"
"May 31, 2018","2,522.98","2,528.88","2,538.55","2,514.89","3.95B","0.14%"
"May 30, 2018","2,519.48","2,505.71","2,522.98","2,497.33","3.24B","-0.67%"
"May 28, 2018","2,536.59","2,538.13","2,542.32","2,527.98","2.96B","-0.41%"
"May 25, 2018","2,547.09","2,537.26","2,547.13","2,519.70","2.65B","0.60%"
"May 24, 2018","2,531.84","2,556.03","2,563.10","2,528.22","3.03B","-1.35%"
"May 23, 2018","2,566.61","2,573.09","2,581.07","2,557.90","3.12B","-0.62%"
"May 22, 2018","2,582.72","2,595.79","2,599.20","2,571.88","3.45B","-0.44%"
"May 21, 2018","2,594.19","2,584.56","2,599.27","2,580.36","2.03B","0.86%"
"May 18, 2018","2,572.13","2,567.93","2,577.59","2,557.31","2.26B","0.20%"
"May 17, 2018","2,566.99","2,566.18","2,578.48","2,555.68","3.12B","0.17%"
"May 16, 2018","2,562.53","2,573.17","2,579.21","2,557.02","3.00B","-1.01%"
"May 15, 2018","2,588.73","2,597.46","2,600.28","2,575.92","2.82B","-0.30%"
"May 14, 2018","2,596.64","2,592.14","2,600.02","2,587.16","2.92B","0.44%"
"May 11, 2018","2,585.34","2,558.96","2,585.38","2,551.26","2.77B","1.22%"
"May 10, 2018","2,554.19","2,578.81","2,580.23","2,549.86","2.32B","-0.57%"
"May 09, 2018","2,568.96","2,575.08","2,578.94","2,559.11","2.44B","-0.20%"
"May 08, 2018","2,574.06","2,608.02","2,610.52","2,566.76","2.56B","-1.25%"
"May 07, 2018","2,606.54","2,616.68","2,624.08","2,599.70","1.91B","0.02%"
"May 04, 2018","2,606.06","2,620.74","2,628.99","2,603.17","2.57B","-0.73%"
"May 03, 2018","2,625.35","2,619.42","2,639.06","2,618.42","2.63B","-0.05%"
"May 02, 2018","2,626.54","2,601.42","2,626.56","2,592.16","2.53B","0.77%"
"Apr 30, 2018","2,606.47","2,609.99","2,614.46","2,601.61","2.46B","0.09%"
"Apr 27, 2018","2,604.12","2,600.43","2,604.83","2,583.02","1.79B","0.45%"
"Apr 26, 2018","2,592.55","2,604.28","2,613.39","2,586.92","1.83B","-0.42%"
"Apr 25, 2018","2,603.36","2,604.97","2,616.64","2,592.10","2.17B","-0.55%"
"Apr 24, 2018","2,617.63","2,630.91","2,645.27","2,610.81","2.58B","-0.11%"
"Apr 23, 2018","2,620.45","2,638.80","2,648.06","2,619.54","2.07B","-0.74%"
"Apr 20, 2018","2,640.07","2,631.90","2,648.35","2,617.32","2.57B","0.43%"
"Apr 19, 2018","2,628.70","2,599.72","2,629.08","2,597.43","2.56B","1.52%"
"Apr 18, 2018","2,589.39","2,570.72","2,589.70","2,568.36","2.23B","1.15%"
"Apr 17, 2018","2,560.07","2,578.83","2,582.58","2,555.79","1.64B","-0.74%"
"Apr 12, 2018","2,579.09","2,577.33","2,586.09","2,564.99","1.42B","0.17%"
"Apr 11, 2018","2,574.78","2,579.34","2,588.65","2,565.27","1.91B","0.02%"
"Apr 10, 2018","2,574.19","2,569.97","2,577.15","2,549.60","2.12B","0.54%"
"Apr 09, 2018","2,560.25","2,536.42","2,563.15","2,533.06","2.08B","0.89%"
"Apr 05, 2018","2,537.75","2,531.15","2,542.02","2,512.48","2.06B","1.01%"
"Apr 04, 2018","2,512.48","2,580.03","2,588.06","2,512.28","4.02B","-2.53%"
"Apr 03, 2018","2,577.69","2,586.54","2,598.61","2,574.08","2.38B","-0.93%"
"Apr 02, 2018","2,601.96","2,589.03","2,604.64","2,584.23","1.55B","0.39%"
"Mar 30, 2018","2,591.88","2,589.42","2,596.16","2,557.64","2.33B","0.58%"
"Mar 29, 2018","2,577.01","2,604.72","2,613.39","2,560.18","3.37B","-1.13%"
"Mar 28, 2018","2,606.58","2,626.01","2,634.77","2,601.17","1.70B","-0.88%"
"Mar 27, 2018","2,629.68","2,638.33","2,641.69","2,625.58","2.07B","0.06%"
"Mar 26, 2018","2,628.16","2,617.71","2,628.71","2,610.86","1.24B","0.54%"
"Mar 23, 2018","2,614.05","2,587.77","2,614.05","2,586.05","1.50B","-0.06%"
"Mar 22, 2018","2,615.70","2,632.10","2,640.66","2,613.05","1.51B","-0.11%"
"Mar 21, 2018","2,618.69","2,631.87","2,635.07","2,613.94","1.89B","-0.03%"
"Mar 20, 2018","2,619.49","2,611.91","2,628.56","2,610.16","1.65B","-0.05%"
"Mar 19, 2018","2,620.69","2,641.35","2,642.11","2,618.55","1.88B","-0.73%"
"Mar 16, 2018","2,639.98","2,640.93","2,650.38","2,634.44","2.33B","-0.30%"
"Mar 15, 2018","2,647.92","2,649.54","2,658.12","2,639.06","3.03B","0.06%"
"Mar 14, 2018","2,646.39","2,637.04","2,654.91","2,633.58","2.78B","0.08%"
"Mar 13, 2018","2,644.36","2,626.05","2,644.36","2,619.08","2.80B","0.47%"
"Mar 12, 2018","2,631.89","2,616.92","2,631.93","2,605.70","2.26B","1.52%"
"Mar 09, 2018","2,592.45","2,601.25","2,603.81","2,571.44","1.96B","0.11%"
"Mar 08, 2018","2,589.48","2,599.19","2,616.66","2,578.49","2.27B","-0.05%"
"Mar 07, 2018","2,590.87","2,613.90","2,616.04","2,588.52","3.45B","-1.04%"
"Mar 06, 2018","2,618.05","2,638.91","2,650.71","2,613.48","3.59B","-0.62%"
"Mar 05, 2018","2,634.33","2,642.65","2,649.49","2,608.35","1.85B","-0.34%"
"Mar 02, 2018","2,643.32","2,655.74","2,663.33","2,633.97","2.34B","-1.07%"
"Feb 28, 2018","2,672.01","2,672.01","2,690.38","2,666.33","2.28B","-0.09%"
"Feb 27, 2018","2,674.53","2,691.23","2,711.96","2,674.31","2.86B","-0.11%"
"Feb 26, 2018","2,677.39","2,635.87","2,677.57","2,631.11","1.93B","1.78%"
"Feb 23, 2018","2,630.51","2,609.54","2,632.98","2,602.72","1.68B","1.16%"
"Feb 22, 2018","2,600.22","2,610.98","2,626.40","2,598.68","2.46B","-0.38%"
"Feb 21, 2018","2,610.04","2,623.10","2,627.85","2,603.79","3.89B","0.22%"
"Feb 20, 2018","2,604.23","2,621.57","2,625.99","2,604.11","1.66B","-0.55%"
"Feb 19, 2018","2,618.73","2,623.24","2,633.03","2,617.41","1.82B","0.23%"
"Feb 16, 2018","2,612.77","2,611.26","2,618.90","2,606.91","1.29B","0.31%"
"Feb 15, 2018","2,604.77","2,601.18","2,607.32","2,588.97","1.64B","0.63%"
"Feb 14, 2018","2,588.35","2,610.30","2,611.89","2,588.09","1.72B","-0.49%"
"Feb 13, 2018","2,601.16","2,608.84","2,610.62","2,596.27","2.18B","0.03%"
"Feb 12, 2018","2,600.37","2,585.94","2,600.89","2,579.75","1.50B","0.77%"
"Feb 09, 2018","2,580.50","2,553.91","2,585.24","2,552.27","2.24B","-0.17%"
"Feb 08, 2018","2,584.99","2,587.73","2,601.10","2,577.42","1.79B","-0.04%"
"Feb 07, 2018","2,586.06","2,611.79","2,616.51","2,581.17","2.43B","-0.20%"
"Feb 06, 2018","2,591.37","2,568.76","2,597.04","2,543.66","4.64B","-1.20%"
"Feb 05, 2018","2,622.78","2,606.85","2,630.89","2,604.97","3.66B","-1.08%"
"Feb 02, 2018","2,651.42","2,669.28","2,674.55","2,643.59","2.86B","-0.34%"
"Feb 01, 2018","2,660.58","2,661.98","2,667.63","2,654.57","2.65B","0.39%"
"Jan 31, 2018","2,650.17","2,640.99","2,663.09","2,638.21","2.15B","-0.04%"
"Jan 30, 2018","2,651.20","2,664.55","2,666.29","2,642.97","2.20B","-0.69%"
"Jan 29, 2018","2,669.70","2,667.77","2,674.34","2,659.27","1.89B","0.52%"
"Jan 26, 2018","2,655.83","2,641.50","2,656.58","2,621.04","2.97B","0.62%"
"Jan 25, 2018","2,639.51","2,677.75","2,684.33","2,639.51","3.03B","-1.16%"
"Jan 24, 2018","2,670.50","2,660.07","2,675.03","2,655.61","2.14B","0.31%"
"Jan 23, 2018","2,662.20","2,660.44","2,670.06","2,650.48","2.57B","0.49%"
"Jan 22, 2018","2,649.35","2,641.82","2,656.02","2,634.70","1.96B","0.17%"
"Jan 19, 2018","2,644.86","2,635.05","2,644.86","2,617.71","2.90B","0.05%"
"Jan 18, 2018","2,643.47","2,670.20","2,672.64","2,643.37","2.85B","-0.59%"
"Jan 17, 2018","2,659.07","2,647.20","2,660.35","2,641.36","2.89B","0.27%"
"Jan 16, 2018","2,651.92","2,666.28","2,668.33","2,646.59","2.70B","-0.09%"
"Jan 15, 2018","2,654.35","2,643.66","2,662.79","2,642.39","3.18B","0.97%"
"Jan 12, 2018","2,628.76","2,629.32","2,640.30","2,626.75","2.50B","0.44%"
"Jan 11, 2018","2,617.30","2,602.80","2,619.63","2,587.56","2.48B","0.51%"
"Jan 10, 2018","2,603.91","2,617.26","2,627.25","2,600.16","3.43B","-0.10%"
"Jan 09, 2018","2,606.41","2,603.89","2,610.81","2,586.62","2.35B","0.19%"
"Jan 08, 2018","2,601.54","2,614.80","2,635.44","2,601.54","2.78B","-0.35%"
"Jan 05, 2018","2,610.72","2,616.00","2,625.14","2,602.73","3.23B","-0.00%"
"Jan 04, 2018","2,610.83","2,601.60","2,611.92","2,589.21","3.59B","0.90%"
"Jan 03, 2018","2,587.44","2,552.52","2,589.25","2,549.45","3.01B","1.74%"
"Dec 29, 2017","2,543.08","2,536.73","2,545.08","2,531.64","1.54B","0.57%"
"Dec 28, 2017","2,528.73","2,549.78","2,551.77","2,515.70","2.01B","-0.66%"
"Dec 27, 2017","2,545.45","2,550.43","2,563.30","2,543.10","3.30B","0.08%"
"Dec 26, 2017","2,543.51","2,542.10","2,546.93","2,528.81","1.44B","0.09%"
"Dec 25, 2017","2,541.27","2,531.37","2,545.57","2,528.87","1.26B","0.60%"
"Dec 22, 2017","2,526.22","2,521.58","2,529.72","2,515.52","1.33B","0.33%"
"Dec 21, 2017","2,518.01","2,522.39","2,526.14","2,514.32","1.38B","-0.10%"
"Dec 20, 2017","2,520.65","2,513.90","2,523.10","2,504.58","1.83B","0.35%"
"Dec 19, 2017","2,511.85","2,506.45","2,519.45","2,505.36","2.10B","0.42%"
"Dec 18, 2017","2,501.22","2,496.57","2,506.60","2,490.83","1.53B","0.37%"
"Dec 15, 2017","2,491.91","2,486.12","2,492.00","2,478.30","1.69B","0.14%"
"Dec 14, 2017","2,488.40","2,475.52","2,488.51","2,471.62","1.77B","0.67%"
"Dec 13, 2017","2,471.85","2,467.97","2,475.91","2,464.51","1.41B","0.28%"
"Dec 12, 2017","2,464.89","2,472.40","2,475.77","2,460.06","1.74B","-0.09%"
"Dec 08, 2017","2,467.12","2,467.01","2,476.89","2,461.52","1.99B","0.22%"
"Dec 07, 2017","2,461.71","2,445.42","2,461.71","2,439.59","1.80B","0.62%"
"Dec 06, 2017","2,446.56","2,443.03","2,447.45","2,429.65","1.89B","-0.04%"
"Dec 04, 2017","2,447.59","2,456.02","2,458.47","2,438.21","1.49B","0.03%"
"Dec 01, 2017","2,446.76","2,454.18","2,456.60","2,440.50","1.71B","0.19%"
"Nov 30, 2017","2,442.03","2,449.49","2,458.73","2,433.68","2.22B","-0.53%"
"Nov 29, 2017","2,455.09","2,461.08","2,469.78","2,454.35","1.89B","-0.02%"
"Nov 28, 2017","2,455.67","2,439.28","2,455.67","2,438.48","1.56B","0.66%"
"Nov 27, 2017","2,439.55","2,434.47","2,443.26","2,425.09","2.92B","0.05%"
"Nov 24, 2017","2,438.28","2,453.35","2,458.88","2,430.92","2.36B","-0.67%"
"Nov 23, 2017","2,454.76","2,467.38","2,471.35","2,454.74","1.86B","-0.33%"
"Nov 22, 2017","2,462.78","2,466.07","2,476.74","2,461.13","1.92B","0.22%"
"Nov 21, 2017","2,457.42","2,464.99","2,468.59","2,450.95","2.16B","-0.11%"
"Nov 20, 2017","2,460.19","2,463.00","2,467.87","2,457.22","1.88B","0.23%"
"Nov 17, 2017","2,454.49","2,443.11","2,458.12","2,435.09","1.96B","1.17%"
"Nov 16, 2017","2,426.03","2,428.29","2,438.17","2,426.03","2.91B","0.07%"
"Nov 15, 2017","2,424.25","2,438.47","2,440.47","2,420.70","1.95B","-0.76%"
"Nov 14, 2017","2,442.71","2,421.70","2,446.26","2,414.62","2.00B","1.06%"
"Nov 13, 2017","2,416.99","2,413.30","2,422.37","2,403.53","1.89B","-0.02%"
"Nov 10, 2017","2,417.39","2,437.51","2,440.68","2,416.34","2.01B","-0.85%"
"Nov 09, 2017","2,438.23","2,460.90","2,461.64","2,436.04","2.00B","-0.69%"
"Nov 08, 2017","2,455.23","2,455.99","2,463.09","2,447.55","2.50B","0.09%"
"Nov 07, 2017","2,453.06","2,458.17","2,465.18","2,450.64","2.09B","0.06%"
"Nov 06, 2017","2,451.71","2,436.50","2,452.46","2,424.26","2.13B","0.73%"
"Nov 03, 2017","2,434.04","2,443.51","2,444.76","2,428.22","2.17B","-0.08%"
"Nov 02, 2017","2,435.91","2,456.71","2,458.43","2,435.91","2.46B","-0.81%"
"Nov 01, 2017","2,455.79","2,479.44","2,481.17","2,454.93","2.49B","-0.51%"
"Oct 31, 2017","2,468.42","2,469.73","2,478.64","2,464.06","1.95B","0.13%"
"Oct 30, 2017","2,465.16","2,466.19","2,473.02","2,441.58","2.03B","0.19%"
"Oct 27, 2017","2,460.60","2,456.96","2,472.59","2,456.24","2.20B","0.35%"
"Oct 25, 2017","2,451.92","2,453.04","2,457.63","2,445.86","2.01B","0.39%"
"Oct 24, 2017","2,442.48","2,433.60","2,450.76","2,431.14","1.64B","0.51%"
"Oct 20, 2017","2,430.09","2,400.64","2,437.29","2,399.33","2.75B","0.49%"
"Oct 19, 2017","2,418.25","2,457.59","2,463.52","2,415.02","3.26B","-1.61%"
"Oct 18, 2017","2,457.92","2,483.94","2,484.28","2,456.96","2.38B","-1.10%"
"Oct 17, 2017","2,485.22","2,487.05","2,492.54","2,475.53","2.71B","-0.06%"
"Oct 16, 2017","2,486.83","2,475.59","2,490.80","2,474.64","2.37B","0.95%"
"Oct 12, 2017","2,463.50","2,473.28","2,476.06","2,458.13","2.65B","-0.15%"
"Oct 11, 2017","2,467.25","2,467.17","2,474.21","2,460.66","3.53B","0.50%"
"Oct 10, 2017","2,455.07","2,432.05","2,457.90","2,421.57","2.73B","1.10%"
"Oct 09, 2017","2,428.34","2,436.37","2,440.25","2,427.43","2.04B","-0.16%"
"Oct 06, 2017","2,432.18","2,433.58","2,441.54","2,428.46","2.71B","0.33%"
"Oct 05, 2017","2,424.25","2,424.36","2,429.62","2,417.50","2.51B","0.14%"
"Oct 04, 2017","2,420.98","2,434.83","2,443.89","2,415.10","2.52B","-0.32%"
"Oct 03, 2017","2,428.83","2,432.94","2,434.85","2,421.01","2.01B","0.02%"
"Oct 02, 2017","2,428.27","2,407.71","2,431.30","2,407.27","2.24B","1.12%"
"Sep 29, 2017","2,401.29","2,392.65","2,407.59","2,388.24","2.12B","0.38%"
"Sep 28, 2017","2,392.24","2,403.99","2,408.08","2,382.24","2.33B","-0.38%"
"Sep 27, 2017","2,401.45","2,400.65","2,409.07","2,387.86","2.20B","0.10%"
"Sep 26, 2017","2,399.10","2,402.68","2,407.54","2,395.60","1.91B","0.13%"
"Sep 25, 2017","2,395.93","2,384.59","2,398.68","2,378.88","2.19B","0.59%"
"Sep 22, 2017","2,381.84","2,393.41","2,400.71","2,380.69","2.62B","-0.81%"
"Sep 21, 2017","2,401.30","2,404.98","2,413.06","2,399.98","2.33B","-0.14%"
"Sep 20, 2017","2,404.73","2,408.22","2,413.57","2,394.48","2.98B","-0.25%"
"Sep 19, 2017","2,410.78","2,410.14","2,415.60","2,394.15","3.85B","0.19%"
"Sep 18, 2017","2,406.32","2,392.27","2,418.69","2,390.99","3.36B","0.78%"
"Sep 15, 2017","2,387.72","2,383.95","2,389.78","2,374.06","2.61B","0.19%"
"Sep 14, 2017","2,383.11","2,360.88","2,387.61","2,356.77","2.71B","1.16%"
"Sep 13, 2017","2,355.67","2,363.40","2,370.02","2,351.85","2.55B","-0.08%"
"Sep 12, 2017","2,357.67","2,356.12","2,362.55","2,350.35","2.26B","0.32%"
"Sep 11, 2017","2,350.10","2,350.81","2,358.79","2,345.33","2.45B","0.09%"
"Sep 08, 2017","2,348.09","2,350.30","2,366.63","2,345.19","3.32B","0.36%"
"Sep 07, 2017","2,339.74","2,325.30","2,343.03","2,323.24","3.79B","0.77%"
"Sep 06, 2017","2,321.87","2,321.10","2,322.03","2,311.15","2.60B","0.03%"
"Sep 05, 2017","2,321.17","2,322.89","2,326.27","2,314.92","1.91B","0.02%"
"Sep 04, 2017","2,320.76","2,318.53","2,322.99","2,311.31","1.60B","0.04%"
"Sep 01, 2017","2,319.78","2,325.76","2,330.29","2,317.28","2.02B","0.03%"
"Aug 31, 2017","2,318.99","2,311.63","2,318.99","2,304.67","2.51B","0.12%"
"Aug 30, 2017","2,316.18","2,322.16","2,336.75","2,311.37","2.31B","-0.01%"
"Aug 29, 2017","2,316.31","2,267.48","2,323.13","2,265.71","3.43B","2.23%"
"Aug 28, 2017","2,265.82","2,255.53","2,272.28","2,252.54","1.88B","0.72%"
"Aug 25, 2017","2,249.52","2,251.35","2,254.02","2,242.66","1.32B","-0.06%"
"Aug 24, 2017","2,250.85","2,249.89","2,253.96","2,244.90","1.67B","0.21%"
"Aug 23, 2017","2,246.06","2,248.99","2,251.37","2,240.77","1.53B","0.00%"
"Aug 22, 2017","2,246.02","2,243.94","2,249.11","2,240.42","1.50B","0.27%"
"Aug 21, 2017","2,239.95","2,238.65","2,243.98","2,236.15","1.38B","0.25%"
"Aug 18, 2017","2,234.31","2,235.15","2,237.24","2,228.37","1.43B","-0.16%"
"Aug 17, 2017","2,237.91","2,239.45","2,241.86","2,232.62","2.03B","0.01%"
"Aug 16, 2017","2,237.60","2,235.84","2,239.40","2,229.81","1.74B","0.00%"
"Aug 15, 2017","2,237.55","2,238.68","2,245.91","2,235.17","1.55B","0.43%"
"Aug 11, 2017","2,227.91","2,235.78","2,236.75","2,219.97","1.97B","-0.63%"
"Aug 10, 2017","2,242.08","2,241.10","2,244.35","2,232.87","1.39B","0.10%"
"Aug 09, 2017","2,239.75","2,248.30","2,248.95","2,236.02","1.10B","-0.35%"
"Aug 08, 2017","2,247.69","2,244.29","2,251.66","2,240.53","1.28B","0.27%"
"Aug 07, 2017","2,241.68","2,249.82","2,251.73","2,240.65","1.30B","-0.34%"
"Aug 04, 2017","2,249.34","2,254.49","2,256.78","2,248.40","1.26B","-0.05%"
"Aug 03, 2017","2,250.54","2,254.41","2,259.41","2,249.64","1.34B","-0.21%"
"Aug 02, 2017","2,255.36","2,256.93","2,259.17","2,250.60","1.77B","0.22%"
"Aug 01, 2017","2,250.50","2,246.61","2,254.53","2,242.25","2.11B","-0.00%"
"Jul 31, 2017","2,250.61","2,259.85","2,261.00","2,239.25","1.95B","-0.35%"
"Jul 27, 2017","2,258.43","2,262.31","2,262.76","2,252.93","1.53B","-0.06%"
"Jul 26, 2017","2,259.83","2,258.89","2,264.23","2,256.31","1.60B","0.14%"
"Jul 25, 2017","2,256.65","2,250.96","2,258.06","2,248.15","2.17B","0.38%"
"Jul 24, 2017","2,248.07","2,243.41","2,253.10","2,242.56","1.63B","0.28%"
"Jul 21, 2017","2,241.75","2,246.13","2,248.92","2,241.38","1.79B","-0.07%"
"Jul 20, 2017","2,243.43","2,247.89","2,249.69","2,242.27","1.44B","-0.15%"
"Jul 19, 2017","2,246.87","2,243.83","2,249.24","2,239.61","1.39B","0.37%"
"Jul 18, 2017","2,238.60","2,243.23","2,244.95","2,233.02","1.70B","-0.10%"
"Jul 17, 2017","2,240.80","2,252.43","2,254.52","2,238.34","1.47B","-0.26%"
"Jul 14, 2017","2,246.70","2,250.60","2,252.44","2,240.63","1.45B","-0.04%"
"Jul 13, 2017","2,247.60","2,250.36","2,255.39","2,242.88","1.89B","0.29%"
"Jul 12, 2017","2,241.19","2,238.42","2,247.05","2,233.57","1.96B","0.38%"
"Jul 11, 2017","2,232.75","2,234.88","2,238.20","2,225.67","1.54B","-0.04%"
"Jul 07, 2017","2,233.72","2,231.77","2,235.56","2,226.12","1.32B","-0.08%"
"Jul 06, 2017","2,235.52","2,242.81","2,243.99","2,225.08","1.99B","-0.34%"
"Jul 05, 2017","2,243.15","2,244.57","2,249.59","2,238.96","1.55B","0.04%"
"Jul 04, 2017","2,242.30","2,255.51","2,257.26","2,239.29","1.76B","-0.40%"
"Jul 03, 2017","2,251.20","2,246.34","2,252.84","2,241.88","1.54B","0.43%"
"Jun 30, 2017","2,241.46","2,245.86","2,249.72","2,232.31","1.74B","-0.18%"
"Jun 29, 2017","2,245.46","2,258.64","2,264.28","2,242.91","2.47B","-0.30%"
"Jun 28, 2017","2,252.21","2,257.65","2,259.45","2,248.87","1.65B","-0.26%"
"Jun 27, 2017","2,258.00","2,259.29","2,262.05","2,253.99","1.90B","0.15%"
"Jun 26, 2017","2,254.64","2,257.30","2,261.55","2,251.22","1.75B","0.14%"
"Jun 23, 2017","2,251.44","2,251.44","2,256.21","2,249.35","1.93B","0.11%"
"Jun 22, 2017","2,248.92","2,244.39","2,253.60","2,243.04","2.22B","0.25%"
"Jun 21, 2017","2,243.39","2,242.50","2,245.75","2,236.92","1.88B","-0.13%"
"Jun 20, 2017","2,246.28","2,252.54","2,253.37","2,243.69","1.94B","-0.13%"
"Jun 19, 2017","2,249.19","2,246.90","2,253.85","2,245.22","1.66B","0.31%"
"Jun 16, 2017","2,242.16","2,243.18","2,246.52","2,236.04","1.94B","0.18%"
"Jun 15, 2017","2,238.08","2,241.09","2,248.52","2,237.06","2.02B","-0.31%"
"Jun 14, 2017","2,244.99","2,240.63","2,248.11","2,235.61","1.67B","0.28%"
"Jun 13, 2017","2,238.83","2,228.48","2,240.48","2,226.26","1.90B","0.62%"
"Jun 12, 2017","2,225.09","2,231.68","2,235.90","2,220.46","1.48B","-0.26%"
"Jun 09, 2017","2,230.85","2,238.60","2,239.25","2,227.49","1.78B","-0.33%"
"Jun 08, 2017","2,238.32","2,234.18","2,240.78","2,227.26","1.75B","0.28%"
"Jun 07, 2017","2,232.04","2,237.67","2,242.27","2,231.10","1.99B","-0.18%"
"Jun 06, 2017","2,236.00","2,232.76","2,238.36","2,225.07","2.41B","0.23%"
"Jun 05, 2017","2,230.87","2,241.34","2,242.74","2,225.35","1.67B","-0.15%"
"Jun 02, 2017","2,234.11","2,231.07","2,239.51","2,229.57","1.80B","0.30%"
"Jun 01, 2017","2,227.45","2,226.34","2,231.50","2,221.14","3.11B","0.08%"
"May 31, 2017","2,225.59","2,242.15","2,245.89","2,220.83","2.16B","-0.51%"
"May 30, 2017","2,236.99","2,239.93","2,243.12","2,235.75","1.65B","-0.03%"
"May 29, 2017","2,237.57","2,238.45","2,242.56","2,234.03","1.27B","-0.04%"
"May 26, 2017","2,238.36","2,238.66","2,244.18","2,234.78","1.49B","-0.04%"
"May 25, 2017","2,239.22","2,241.23","2,244.02","2,236.25","1.79B","0.12%"
"May 24, 2017","2,236.58","2,236.30","2,240.94","2,233.13","1.48B","0.07%"
"May 23, 2017","2,234.98","2,230.42","2,237.69","2,226.34","1.81B","0.42%"
"May 22, 2017","2,225.70","2,221.37","2,231.40","2,221.30","2.17B","0.50%"
"May 19, 2017","2,214.62","2,212.10","2,219.71","2,208.55","1.82B","0.21%"
"May 18, 2017","2,210.04","2,210.20","2,216.62","2,204.94","1.71B","-0.29%"
"May 17, 2017","2,216.45","2,216.29","2,223.36","2,212.05","2.18B","0.04%"
"May 16, 2017","2,215.46","2,204.21","2,218.84","2,202.42","2.58B","0.53%"
"May 15, 2017","2,203.88","2,207.83","2,209.03","2,194.92","1.74B","-0.27%"
"May 12, 2017","2,209.95","2,222.91","2,222.91","2,201.45","2.08B","-0.57%"
"May 11, 2017","2,222.68","2,236.33","2,238.94","2,216.80","2.41B","-0.49%"
"May 09, 2017","2,233.55","2,247.41","2,248.42","2,229.08","1.95B","-0.45%"
"May 08, 2017","2,243.63","2,244.26","2,248.39","2,239.23","1.44B","-0.04%"
"May 05, 2017","2,244.48","2,246.37","2,248.15","2,235.81","1.46B","-0.19%"
"May 04, 2017","2,248.85","2,238.87","2,252.29","2,238.47","1.68B","0.56%"
"May 03, 2017","2,236.25","2,237.48","2,244.75","2,234.89","1.65B","0.04%"
"May 02, 2017","2,235.36","2,238.38","2,245.45","2,234.92","1.26B","-0.12%"
"Apr 28, 2017","2,237.96","2,243.40","2,244.34","2,234.47","1.84B","-0.10%"
"Apr 27, 2017","2,240.18","2,241.24","2,244.41","2,234.34","1.91B","-0.12%"
"Apr 26, 2017","2,242.91","2,235.06","2,246.11","2,230.70","2.03B","0.37%"
"Apr 25, 2017","2,234.59","2,238.83","2,244.30","2,220.81","2.47B","0.01%"
"Apr 24, 2017","2,234.46","2,244.30","2,247.48","2,230.36","2.57B","-0.38%"
"Apr 21, 2017","2,242.98","2,241.87","2,248.28","2,239.78","2.14B","0.23%"
"Apr 20, 2017","2,237.76","2,236.22","2,247.21","2,234.71","2.42B","0.07%"
"Apr 19, 2017","2,236.09","2,244.75","2,247.41","2,235.80","3.13B","-0.45%"
"Apr 18, 2017","2,246.26","2,256.12","2,261.85","2,246.14","1.69B","-0.17%"
"Apr 17, 2017","2,250.03","2,264.25","2,264.76","2,247.99","1.34B","-0.93%"
"Apr 12, 2017","2,271.25","2,263.36","2,271.25","2,262.23","1.32B","0.53%"
"Apr 11, 2017","2,259.22","2,259.58","2,266.64","2,255.65","1.36B","0.07%"
"Apr 10, 2017","2,257.59","2,253.99","2,260.18","2,248.00","1.16B","-0.07%"
"Apr 07, 2017","2,259.11","2,250.81","2,260.20","2,244.07","1.31B","0.21%"
"Apr 05, 2017","2,254.40","2,256.10","2,259.40","2,246.37","1.69B","-0.06%"
"Apr 04, 2017","2,255.67","2,251.46","2,259.52","2,247.83","1.84B","0.14%"
"Apr 03, 2017","2,252.42","2,250.15","2,258.48","2,248.69","1.58B","0.35%"
"Mar 31, 2017","2,244.58","2,258.45","2,261.91","2,244.58","1.75B","-0.47%"
"Mar 30, 2017","2,255.19","2,247.38","2,263.40","2,244.51","1.58B","0.40%"
"Mar 29, 2017","2,246.26","2,248.69","2,254.51","2,242.29","1.56B","-0.22%"
"Mar 28, 2017","2,251.25","2,244.27","2,255.84","2,242.38","1.83B","0.53%"
"Mar 27, 2017","2,239.48","2,244.78","2,249.78","2,237.40","1.06B","-0.28%"
"Mar 24, 2017","2,245.69","2,236.11","2,249.83","2,233.30","1.58B","0.45%"
"Mar 23, 2017","2,235.53","2,241.92","2,243.98","2,233.91","1.36B","0.08%"
"Mar 22, 2017","2,233.70","2,224.68","2,240.19","2,219.95","1.61B","-0.19%"
"Mar 21, 2017","2,237.88","2,232.84","2,243.11","2,230.00","1.69B","0.40%"
"Mar 20, 2017","2,229.02","2,231.91","2,238.97","2,225.81","1.45B","0.10%"
"Mar 17, 2017","2,226.73","2,226.50","2,229.74","2,216.91","1.96B","0.20%"
"Mar 16, 2017","2,222.34","2,211.68","2,227.82","2,207.59","2.45B","1.13%"
