Date,High,Low,Open,Close,Volume,Adj Close,SMA,WMA,ADOSC,ATR,RSI,Actual,Predict
2017-02-16,77.5,75.75,75.75,76.5,7736100.0,65.73127746582031,71.84,72.30806451612904,2147932.5991226733,1.3403732528862233,67.40029708943797,77.25,74.4027698560275
2017-02-17,77.5,76.5,76.5,77.25,3907400.0,66.37571716308594,72.18,72.66989247311828,2661030.530422922,1.3160608776800644,69.65437418558349,78.25,75.0937763018965
2017-02-20,78.25,76.75,77.5,78.25,4773600.0,67.23493957519531,72.53,73.08709677419355,4147895.0904618464,1.3291993864172027,72.39509501543996,77.25,75.97738826021153
2017-02-21,79.0,77.0,78.0,77.25,2452900.0,66.37571716308594,72.81,73.4258064516129,3793725.35679942,1.3771137159588311,65.97781063124943,77.75,75.36425534137139
2017-02-22,78.75,77.25,77.5,77.75,3764100.0,66.80532836914061,73.12,73.78172043010753,2904730.887864843,1.3858913076760575,67.52773127655972,77.5,75.85244771114213
2017-02-23,78.25,76.5,78.0,77.5,4485900.0,66.59050750732422,73.42,74.10322580645162,2480889.4334948063,1.4118990714134818,65.91092022709341,77.75,75.90401826660593
2017-02-24,78.0,77.25,77.5,77.75,6839800.0,66.80532836914061,73.73,74.42258064516129,2807397.6779045016,1.3646205663125188,66.76780191303268,74.5,76.3375168849526
2017-02-27,74.75,74.25,74.25,74.5,2479700.0,66.58188629150389,73.86,74.51290322580645,2685751.261717152,1.5171476687187675,49.387696996996944,75.25,74.00874371166914
2017-02-28,75.75,74.75,75.0,75.25,4830100.0,67.25218200683594,73.99,74.64086021505376,2391827.613120768,1.4980656923817128,52.46294518923512,76.5,74.5420344295014
2017-03-01,76.75,75.5,75.75,76.5,3614600.0,68.36932373046875,74.19,74.83870967741936,2744207.246593084,1.4982038572115906,57.13744902115747,76.25,75.4236594267191
2017-03-02,77.0,75.75,76.75,76.25,3328400.0,68.14588928222656,74.35,75.00645161290322,2427081.892414205,1.4804750102679056,55.952399113512385,76.25,75.38506048263983
2017-03-03,76.5,75.75,76.0,76.25,2303000.0,68.14588928222656,74.51,75.16075268817204,2320962.560333673,1.428298223820198,55.952399113512385,74.75,75.50925162437794
2017-03-06,76.0,74.25,75.75,74.75,3414400.0,66.80532073974611,74.6,75.20483870967742,1600953.5099067613,1.4691340649758982,48.89562220354485,73.75,74.52381187357383
2017-03-07,75.5,73.75,74.75,73.75,3679300.0,65.91159820556639,74.65,75.1768817204301,-9823.238895770162,1.4891959174776197,44.83580850061853,75.5,73.83319096281745
2017-03-08,75.5,72.0,74.0,75.5,8841500.0,67.47561645507811,74.8,75.25806451612904,2145320.203766439,1.6328247805149325,52.29991776045871,74.0,75.20016918496145
2017-03-09,75.25,73.75,75.25,74.0,3442500.0,66.13503265380861,74.89,75.23387096774194,2101713.4117858484,1.64119443904958,46.49299382903038,75.75,74.3846790238654
2017-03-10,76.25,74.0,74.5,75.75,5154100.0,67.69903564453125,75.08,75.31881720430107,2803887.6968233585,1.6846805505460387,53.043466409826436,75.5,75.49577668698387
2017-03-13,76.25,75.0,75.5,75.5,3048600.0,67.47561645507811,75.22,75.38010752688172,2642240.1137184016,1.6536319397927504,52.06290007109959,76.75,75.4161584183706
2017-03-14,76.75,75.5,75.75,76.75,5436400.0,68.59275817871094,75.4,75.51559139784946,4065671.5466556083,1.624801086950411,56.402605996302846,75.75,76.27003365273653
2017-03-15,76.75,75.75,76.5,75.75,3355700.0,67.69903564453125,75.56,75.57741935483871,3210655.174070321,1.5801724378825246,52.32180050240951,76.5,75.70077630324404
2017-03-16,77.0,76.0,76.5,76.5,4013700.0,68.36932373046875,75.71,75.67903225806451,2568998.0058244914,1.5565886923194872,54.954172378303944,76.25,76.13280479140174
2017-03-17,76.75,75.5,76.75,76.25,5754100.0,68.14588928222656,75.83,75.75430107526881,2439126.618285332,1.5346895000109524,53.886179834980574,75.75,76.04958100729826
2017-03-20,76.75,75.75,76.75,75.75,2362700.0,67.69903564453125,75.93,75.78602150537634,1412490.4489933718,1.496497392867313,51.72121452291643,76.75,75.70481530741958
2017-03-21,77.0,75.5,75.75,76.75,4120100.0,68.59275817871094,76.11,75.8741935483871,1738055.3086169586,1.4967475790910765,55.56625685381442,76.5,76.38773566570103
2017-03-22,77.0,76.0,76.25,76.5,2407600.0,68.36932373046875,76.18,75.93655913978495,1713235.904952338,1.4612656091559997,54.39980498298799,75.5,76.26982405389519
2017-03-23,76.75,75.0,76.0,75.5,2781000.0,67.47561645507811,76.14,75.9241935483871,1168106.5211847816,1.4818894942162852,49.88851319791077,75.5,75.5757330263163
2017-03-24,76.0,75.5,75.5,75.5,1067100.0,67.47561645507811,76.07,75.90591397849462,499375.7258994356,1.4117545303436934,49.88851319791077,75.25,75.46963307665823
2017-03-27,75.75,75.0,75.5,75.25,1486600.0,67.25218200683594,75.95,75.86666666666666,22736.546685785055,1.364486349604858,48.717141443084486,75.5,75.18998775992179
2017-03-28,76.25,75.25,75.5,75.5,2041900.0,67.47561645507811,75.88,75.83924731182796,-499166.89450941235,1.3384516103473683,49.981895552320424,76.0,75.28388813409249
2017-03-29,76.5,75.5,75.5,76.0,1583000.0,67.92247009277344,75.81,75.83709677419355,-667294.0391338654,1.3142764953225563,52.504786051755225,76.25,75.59979250998472
2017-03-30,77.0,76.0,76.0,76.25,4099200.0,68.14588928222656,75.76,75.84838709677419,-1327555.6856498867,1.2918281742280882,53.76063588693382,75.5,75.71535965409738
2017-03-31,76.75,75.5,76.5,75.5,4602600.0,67.47561645507811,75.67,75.81182795698925,-2941439.478710994,1.2888404474975104,49.52949306046774,76.25,74.94451477883891
2017-04-03,76.25,75.5,75.5,76.25,1080700.0,68.14588928222656,75.74,75.82741935483871,-2990401.986898631,1.250351844104831,53.47300345985303,75.75,75.51967380886043
2017-04-04,76.5,75.5,76.25,75.75,1662700.0,67.69903564453125,75.76,75.81505376344086,-3003097.832348246,1.2324695695259145,50.632668467758734,75.0,75.10615550065938
2017-04-05,76.0,75.0,75.5,75.0,3559700.0,67.02875518798828,75.7,75.75752688172042,-3867914.5116368793,1.2158646002740634,46.631470501036766,74.5,74.4124374068026
2017-04-07,76.0,74.25,75.75,74.5,6584300.0,66.58188629150389,75.63,75.6736559139785,-5366506.379378878,1.254017128825916,44.12786682154323,75.25,73.88472664336592
2017-04-10,76.0,74.75,75.0,75.25,1713900.0,67.25218200683594,75.59,75.64462365591397,-5600768.836238891,1.2715873339097794,48.58685748141232,77.75,74.47707872174155
2017-04-11,77.75,75.75,76.0,77.75,6978400.0,69.48647308349611,75.71,75.78225806451613,-2967042.6743871793,1.3593310957733666,60.036014902162215,78.0,76.45443447656736
2017-04-12,78.0,77.5,78.0,78.0,2952800.0,69.70989990234375,75.88,75.92903225806451,-680350.8195944652,1.297950303218126,60.97198194643867,76.75,76.87958552766722
2017-04-17,77.75,76.75,77.5,76.75,1433400.0,68.59275817871094,75.93,75.98924731182795,-139117.71357976645,1.2945252815596884,54.143938156777814,76.25,76.00109092641536
2017-04-18,77.5,76.25,76.5,76.25,3071800.0,68.14588928222656,76.02,76.01666666666667,-882448.0144301392,1.291344904305425,51.65221597550534,76.25,75.63681766102785
2017-04-19,76.75,75.75,76.25,76.25,2847000.0,68.14588928222656,76.04,76.04408602150538,-1106315.1361934617,1.2705345539978947,51.65221597550534,75.5,75.63747861355793
2017-04-20,76.25,75.25,76.25,75.5,1818000.0,67.47561645507811,76.04,76.02311827956989,-1386550.3099881448,1.2512106572837596,47.82351134710286,76.0,75.05181443724526
2017-04-21,76.25,75.5,75.75,76.0,1521100.0,67.92247009277344,76.01,76.03279569892473,-1213813.1559355333,1.2154098960492055,50.459921755256076,76.5,75.42422515031492
2017-04-24,76.75,76.0,76.25,76.5,1642100.0,68.36932373046875,76.04,76.06989247311827,-858639.1847986616,1.1821663320456908,53.01655096818938,76.75,75.835503850643
2017-04-25,76.75,75.0,76.75,76.75,4070500.0,68.59275817871094,76.05,76.12096774193549,659876.4565572143,1.2227258797567129,54.28685264133377,77.5,76.17722982895006
2017-04-26,77.5,76.5,77.0,77.5,3678800.0,69.26304626464844,76.1,76.21451612903226,2391625.9046975933,1.206816888345519,57.95916214034762,77.0,76.8963504793118
2017-04-27,77.75,77.0,77.75,77.0,2073400.0,68.81617736816406,76.15,76.27204301075268,2222930.1421461515,1.1741871106065533,54.79862266114608,78.0,76.47617591957898
2017-04-28,78.0,77.0,77.0,78.0,4654900.0,69.70989990234375,76.2,76.39086021505376,3432938.2263618186,1.1617451741346567,59.54953794912644,77.0,77.32900348046876
2017-05-02,78.5,77.0,77.75,77.0,3650900.0,68.81617736816406,76.22,76.44247311827957,2454206.2402353324,1.1859062331250385,53.4944678758306,77.25,76.44558125190729
2017-05-03,77.75,77.0,77.0,77.25,1385800.0,69.03961181640625,76.29,76.50752688172042,1683727.4361924976,1.1547700736161073,54.73366612670985,78.25,76.61927908652933
2017-05-04,78.25,77.25,77.5,78.25,2227400.0,69.93332672119139,76.4,76.63548387096775,1924183.6130665652,1.143715068357814,59.394520095648105,77.5,77.41364145419607
2017-05-08,79.25,77.25,78.25,77.5,3390600.0,69.26304626464844,76.49,76.71075268817204,1038505.8115089945,1.2048782777608271,54.83427459955763,76.5,76.79923866317942
2017-05-09,77.75,76.5,77.5,76.5,2808600.0,68.36932373046875,76.53,76.71774193548387,-311871.9992653765,1.2081012579207682,49.3892742730241,76.5,75.94468914244855
2017-05-11,77.0,75.25,76.75,76.5,5952300.0,68.36932373046875,76.55,76.7252688172043,-24270.01283076778,1.2468083109264276,49.3892742730241,75.0,75.99008895109462
2017-05-12,76.75,74.5,76.25,75.0,6281500.0,67.02875518798828,76.5,76.63602150537635,-1014774.4515572488,1.3184648601459685,42.11423489400403,75.5,74.83454493162625
2017-05-15,75.5,75.5,75.5,75.5,427100.0,67.47561645507811,76.5,76.58010752688172,-1327728.5899856053,1.2600030844212566,45.02133713302358,74.25,75.16775480674438
2017-05-16,76.25,73.5,75.5,74.25,8117800.0,66.35847473144531,76.42,76.44354838709677,-2509114.6673604995,1.366431435534024,39.658990600924966,74.5,74.24237003678519
2017-05-17,75.25,73.5,74.25,74.5,11202400.0,66.58188629150389,76.37,76.3252688172043,-2255107.6383447275,1.3938291901387365,41.16824675941213,75.25,74.39161788302714
2017-05-18,75.5,74.5,74.5,75.25,6481200.0,67.25218200683594,76.38,76.25752688172042,-915085.8866251186,1.3656985337002554,45.56689686713251,75.25,75.0623783843728
2017-05-19,77.0,75.0,75.5,75.25,9071100.0,67.25218200683594,76.41,76.19139784946236,-2448399.862137545,1.4110057812930943,45.56689686713251,75.25,74.932473081647
2017-05-22,76.75,74.5,75.75,75.25,6778500.0,67.25218200683594,76.41,76.12741935483871,-3572014.68283467,1.470933939772159,45.56689686713251,76.25,74.82981951542912
2017-05-23,76.5,75.25,75.5,76.25,7351500.0,68.14588928222656,76.35,76.12849462365591,-2303478.501953073,1.4551529440741475,51.59388876267463,75.75,75.75620588392708
2017-05-24,76.5,75.25,76.5,75.75,5184900.0,67.69903564453125,76.26,76.09731182795699,-1905072.9277785048,1.4404991623545655,48.69093375406967,75.0,75.3193123543335
2017-05-25,76.25,75.0,76.0,75.0,3393500.0,67.02875518798828,76.19,76.01774193548387,-2648650.381272681,1.4268920793292394,44.634120931929324,76.25,74.60988293221436
2017-05-26,76.25,74.75,75.0,76.25,5458200.0,68.14588928222656,76.19,76.01881720430107,-975354.7594045997,1.432114073662865,51.836678377411836,75.5,75.75808739998631
2017-05-29,76.5,75.0,76.0,75.5,2404800.0,67.47561645507811,76.16,75.96774193548387,-457210.66323996335,1.4369630684012318,47.81724345726752,76.75,75.18259495846141
2017-05-30,77.0,75.5,75.75,76.75,2361100.0,68.59275817871094,76.21,75.99677419354839,297161.3757885955,1.4414657063725724,54.19250250158621,77.0,76.17988654147896
2017-05-31,77.75,75.25,76.75,77.0,10760600.0,68.81617736816406,76.25,76.04408602150538,1948284.357592225,1.5170752987745317,55.36697228220243,75.75,76.53636930134628
2017-06-01,76.75,75.5,76.75,75.75,1767900.0,67.69903564453125,76.22,76.01290322580645,2109118.817639865,1.515855634576351,48.650417796911775,77.75,75.56241812582405
2017-06-02,77.75,76.25,76.25,77.75,4215800.0,69.48647308349611,76.26,76.11290322580645,3324567.56787391,1.5504373749637546,57.528142752163156,77.5,77.00379001319125
2017-06-05,78.25,77.0,78.0,77.5,2893700.0,69.26304626464844,76.26,76.19354838709677,3335418.6413447596,1.5289775624663435,56.219719827333,77.75,76.86443929588062
2017-06-06,78.25,77.25,77.25,77.75,2941800.0,69.48647308349611,76.29,76.28763440860214,3036637.8403696716,1.4911934508616047,57.26641872076927,77.75,77.04986566351857
2017-06-07,78.5,77.75,78.25,77.75,3759500.0,69.48647308349611,76.28,76.3768817204301,1442146.7999371663,1.4382510615143471,57.26641872076929,77.75,76.97218261402575
2017-06-08,78.0,77.0,77.75,77.75,2030300.0,69.48647308349611,76.31,76.46236559139786,981753.0288568512,1.4069474142633225,57.26641872076929,77.5,76.99358705957346
2017-06-09,78.75,77.5,78.0,77.5,3662400.0,69.26304626464844,76.32,76.52903225806452,-461149.2437538989,1.395736884673085,55.60599512668245,78.0,76.69632746358408
2017-06-12,78.25,77.5,77.75,78.0,1394600.0,69.70989990234375,76.31,76.6263440860215,-861592.6664503664,1.3496128214821503,58.215447111042586,79.75,77.083979917462
2017-06-13,80.0,77.75,78.25,79.75,5793800.0,71.2739028930664,76.4,76.83548387096774,486735.3676793948,1.4139261913762824,65.79391025878155,79.5,78.44800560598098
2017-06-14,79.75,78.25,79.5,79.5,4305400.0,71.05046844482422,76.52,77.02258064516128,1907342.1057919264,1.4200743205636908,64.00789337145127,79.25,78.45891634957928
2017-06-15,79.75,78.25,79.5,79.25,3132900.0,70.82704162597656,76.63,77.19032258064516,2647381.943584148,1.4257832976662843,62.1898507486716,79.0,78.40005456736179
2017-06-16,79.5,78.5,79.0,79.0,1878600.0,70.6036148071289,76.79,77.33709677419355,2709454.427809678,1.3953702049758354,60.34403001124716,78.5,78.2764906309047
2017-06-19,79.25,78.25,79.25,78.5,1471000.0,70.15676116943361,76.91,77.4478494623656,2254510.950646516,1.36712947604899,56.71820246599815,78.5,77.82721216769531
2017-06-20,79.25,78.25,78.75,78.5,2447900.0,70.15676116943361,77.08,77.55806451612904,1474003.532657355,1.340905942045491,56.71820246599813,78.25,77.88547396372422
2017-06-21,79.0,77.75,78.5,78.25,3865200.0,69.93332672119139,77.23,77.65,774737.4496020302,1.334412660470813,54.80852374481604,78.5,77.66677967878574
2017-06-22,79.25,77.75,78.25,78.5,3813400.0,70.15676116943361,77.36,77.75430107526881,418243.37475194037,1.3462403275800408,56.38981005818693,78.25,77.97818937122811
2017-06-23,78.5,77.75,78.25,78.25,2462800.0,69.93332672119139,77.48,77.83817204301076,495588.8252146058,1.303651732752895,54.342069916957556,77.75,77.76900281699827
2017-06-26,78.25,77.5,78.25,77.75,2366800.0,69.48647308349611,77.58,77.88279569892472,231152.37386921793,1.2641051804134025,50.400041210292336,78.0,77.23465333685373
2017-06-27,78.75,77.5,77.75,78.0,3548400.0,69.70989990234375,77.65,77.93870967741935,-123847.29930564389,1.263097667526731,52.26461147943825,78.5,77.53190493271548
