Date,High,Low,Open,Close,Volume,Adj Close,SMA,WMA,ADOSC,ATR,RSI,Actual,Predict
2017-02-16,14.0,13.850000381469727,14.0,13.850000381469727,6273000.0,9.248619079589844,13.946000022888184,13.950107539597377,-861912.923497166,0.26149210982756627,47.493860700783515,13.899999618530273,13.841985307052758
2017-02-17,14.050000190734865,13.850000381469727,13.899999618530273,13.899999618530273,5452000.0,9.282008171081543,13.937999992370605,13.948387082417806,-2544517.7819564925,0.25709980264453575,49.01083624922792,13.75,13.866571481913471
2017-02-20,13.899999618530273,13.75,13.850000381469727,13.75,7493000.0,9.181840896606444,13.93,13.936881705253356,-5385672.6984210815,0.249449789493517,44.82660390429618,13.449999809265135,13.708691744972624
2017-02-21,13.699999809265135,13.449999809265135,13.649999618530273,13.449999809265135,13251000.0,8.981510162353516,13.92,13.906451584190451,-10274584.009845586,0.2530605324393276,37.864073919498296,13.300000190734865,13.4467826787935
2017-02-22,13.449999809265135,13.149999618530273,13.399999618530273,13.300000190734865,19629000.0,8.88134479522705,13.907999992370605,13.867526864492765,-11340520.236710634,0.25641336517472285,34.94174473874542,13.25,13.324675662286545
2017-02-23,13.25,13.149999618530273,13.149999618530273,13.25,7211000.0,8.847956657409668,13.893999977111816,13.826451594855195,-8451219.580727186,0.24881245139114205,33.99976006357504,13.199999809265135,13.28248218045533
2017-02-24,13.25,13.100000381469727,13.149999618530273,13.199999809265135,5505000.0,8.814568519592285,13.873999977111817,13.782795668161043,-5917084.0474422835,0.24175439190108003,33.040512490401305,12.899999618530273,13.233766989682051
2017-02-27,13.199999809265135,12.800000190734865,13.100000381469727,12.899999618530273,8285000.0,8.614235877990723,13.833999977111816,13.721720375553254,-5660549.973648574,0.2530576223745936,27.945936168253148,13.050000190734865,13.040086792013842
2017-02-28,13.100000381469727,12.949999809265135,12.949999809265135,13.050000190734865,6244000.0,8.714401245117188,13.793999977111817,13.67258060414304,-4378766.339795154,0.24926784670065502,33.469720502438165,13.199999809265135,13.160879698811788
2017-03-01,13.300000190734865,13.050000190734865,13.050000190734865,13.199999809265135,7671000.0,8.814568519592285,13.759999961853028,13.634516076118715,-2968183.543702867,0.24932014336489394,38.54346104442282,13.25,13.28150535134565
2017-03-02,13.350000381469727,13.100000381469727,13.199999809265135,13.25,8345000.0,8.847956657409668,13.711999969482422,13.60053758313579,-1590254.7262572441,0.24936870455311583,40.18108296466798,13.149999618530273,13.301717006911886
