,ticker,volatility_5d,mean_price
0,7UP,0.0040000000000000036,0.41245210727969345
1,A,0.020000000000000285,6.301532567049807
2,AAV,0.025298221281347195,3.562835249042145
3,ABPIF,0.023999999999999844,3.9874712643678163
4,ACC,0.004898979485566361,0.649080459770115
5,ADVANC,1.2649110640673518,204.044061302682
6,AEC,0.022271057451320082,0.4349425287356322
7,AEONTS,4.1182520563948,199.727969348659
8,AFC,0.0,7.971455938697319
9,AH,0.15999999999999942,18.286590038314174
10,AHC,0.13564659966250592,16.61685823754789
11,AI,0.0,1.3694252873563217
12,AIT,0.0,21.153639846743292
13,AJ,0.09797958971132678,8.528927203065134
14,AKR,0.0040000000000000036,0.7592337164750957
15,ALUCON,0.24494897427831783,169.31800766283524
16,AMANAH,0.0040000000000000036,2.2662835249042144
17,AMARIN,0.07939773296511712,4.8837164750957855
18,AMATA,0.22271057451320128,23.032183908045976
19,AMATAR,0.22271057451320128,23.032183908045976
20,AMC,0.012649110640673528,1.812758620689655
21,ANAN,0.025298221281346844,3.3988505747126436
22,AOT,0.3872983346207417,71.24616858237547
23,AP,0.04898979485566339,7.172030651340997
24,APCO,0.016000000000000014,3.7155555555555555
25,APCS,0.0,4.466130268199234
26,APEX,0.0,0.17869731800766284
27,APURE,0.0,1.1201149425287358
28,AQ,0.0,0.023984674329501923
29,AQUA,0.0040000000000000036,0.48118773946360155
30,AS,0.0040000000000000036,0.8753256704980843
31,ASIA,0.11661903789690593,6.868773946360153
32,ASIAN,0.06324555320336779,6.614827586206896
33,ASIMAR,0.07599999999999997,1.7231800766283523
34,ASK,0.07999999999999989,24.605747126436782
35,ASP,0.008000000000000007,2.575402298850575
36,AYUD,0.2449489742783178,41.417624521072796
37,B,0.004898979485566361,0.3372030651340996
38,B52,0.003999999999999992,0.2699233716475095
39,BAFS,0.1,33.63697318007663
40,BANPU,0.2939387691339812,14.131800766283524
41,BAT3K,0.8,235.21072796934865
42,BAY,0.3,35.849616858237546
43,BBL,1.5491933384829668,189.7624521072797
44,BCH,0.5035871324805672,16.42068965517241
45,BCP,0.1,29.46360153256705
46,BCT,0.3872983346207417,44.406130268199234
47,BDMS,0.6209669878504008,24.476819923371647
48,BEAUTY,0.024494897427831695,4.4096168582375475
49,BEC,0.04000000000000021,7.517126436781608
50,BFIT,0.19390719429665315,21.33927203065134
51,BH,2.227105745132009,159.00574712643677
52,BIG,0.01743559577416271,0.9917241379310346
53,BJC,0.33911649915626335,49.451149425287355
54,BJCHI,0.040000000000000036,2.1907279693486594
55,BKD,0.07939773296511692,2.8672030651340994
56,BKI,0.8,321.4712643678161
57,BKKCP,0.04898979485566339,13.095402298850574
58,BLA,0.36742346141747667,24.64272030651341
59,BLAND,0.016000000000000014,1.5401149425287357
60,BROCK,0.0,1.9373946360153256
61,BSBM,0.004898979485566307,0.9139463601532568
62,BTNC,0.0,18.327969348659007
63,BTS,0.06324555320336793,12.08256704980843
64,BTSGIF,0.07652450587883576,10.757892720306511
65,BUI,1.7763568394002505e-15,12.780191570881227
66,BWG,0.00489897948556636,0.87544061302682
67,CCET,0.011661903789690613,1.7780076628352488
68,CCP,0.0040000000000000036,0.3468965517241379
69,CEN,0.0040000000000000036,0.9226819923371647
70,CENTEL,0.58309518948453,35.732183908045975
71,CFRESH,0.016000000000000014,2.958544061302682
72,CGD,0.027129319932501096,1.0726053639846744
73,CHARAN,0.0,28.72222222222222
74,CHG,0.00979795897113272,2.2222605363984673
75,CHOTI,1.2,104.86781609195403
76,CI,0.014696938456699083,1.1384674329501916
77,CIMBT,0.0040000000000000036,0.6955938697318008
78,CITY,0.029393876913398165,2.1550191570881227
79,CK,0.0799999999999999,24.49808429118774
80,CKP,0.019595917942265333,5.701685823754789
81,CM,0.019595917942265444,3.5664367816091955
82,CMR,0.025298221281347056,2.2727969348659007
83,CNT,0.0040000000000000036,1.8657854406130268
84,COL,0.06324555320336736,21.85
85,CPALL,0.1,79.37547892720306
86,CPF,0.2449489742783178,26.991187739463605
87,CPH,0.17606816861659016,5.474827586206897
88,CPI,0.0,1.4603831417624522
89,CPL,0.0,1.678007662835249
90,CPN,0.6782329983125268,70.73850574712644
91,CPNCG,0.1166190378969056,14.870114942528735
92,CPTGF,0.04000000000000057,13.15823754789272
93,CRANE,0.019595917942265444,1.9420689655172412
94,CSC,0.2449489742783178,47.05555555555556
95,CSP,0.01743559577416271,1.040153256704981
96,CSR,0.0,75.39942528735632
97,CSS,0.004898979485566252,1.6836398467432951
98,CTARAF,0.009797958971132939,5.126283524904215
99,CTW,0.11135528725660047,7.110727969348659
100,CWT,0.016000000000000014,2.8321072796934867
101,DCC,0.008000000000000007,2.032567049808429
102,DCON,0.004898979485566361,0.42000000000000004
103,DELTA,0.31622776601683794,60.02681992337165
104,DEMCO,0.05425863986500197,3.00896551724138
105,DIF,0.07999999999999971,16.302030651340996
106,DRT,0.0,5.832375478927203
107,DTAC,0.1,53.87452107279694
108,DTC,0.039999999999999945,10.13831417624521
109,DTCI,1.1874342087037917,27.74310344827586
110,EA,0.3674234614174767,48.946360153256705
111,EASON,0.0,1.9013409961685823
112,EASTW,0.0,11.748275862068965
113,ECL,0.0,1.5682375478927204
114,EE,0.004898979485566361,0.5680076628352491
115,EGCO,1.6,311.86973180076626
116,EMC,0.024494897427831775,0.24475095785440612
117,EP,0.025298221281347056,3.446513409961686
118,ERW,0.019999999999999928,6.384482758620689
119,ERWPF,0.019999999999999928,4.847394636015325
120,ESSO,0.06324555320336793,9.599042145593872
121,ESTAR,0.0040000000000000036,0.4730268199233717
122,EVER,0.004898979485566361,0.42436781609195406
123,F&D,0.2939387691339821,18.23793103448276
124,FANCY,0.004000000000000004,0.656551724137931
125,FE,5.2,205.83141762452107
126,FMT,0.26944387170615,24.107662835249045
127,FNS,0.009797958971132722,3.155095785440613
128,FORTH,0.0,5.910153256704982
129,FPT,0.11599999999999966,16.538352490421456
130,FSS,2.220446049250313e-16,1.7876245210727972
131,FUTUREPF,0.0,24.618199233716478
132,GBX,0.0,0.5588122605363984
