,ticker,industry,sector,volatility_5d,mean_price
382,TCMC,Property & Construction,Construction Materials,0.0013513513513513594,0.30807963135549343
383,TCOAT,ERROR,ERROR,0.00486618004866175,0.4544844366138099
384,TEAM,Technology,Electronic Components,0.004080358271185016,0.06025213199851687
385,TFI,Industrials,Packaging,0.0,0.07574417919245507
386,TGPRO,Industrials,Steel,0.0,0.03196143863552096
387,TH,Services,Media & Publishing,0.0,0.05595387124919391
388,THAI,Services,Transportation & Logistics,0.008080808080808088,0.14509075428615656
389,THANI,Financials,Finance & Securities,0.017760602247136523,0.785785503320353
390,THCOM,Technology,Information & Communication Technology,0.0005154639175257715,0.05159181577596082
391,THE,Industrials,Steel,0.007689665666686902,0.11608901431637117
392,THIP,Industrials,Packaging,0.0020202020202020328,0.2867080769379621
393,THRE,Financials,Insurance,0.0015073783032511921,0.05881520778072503
394,THREL,Financials,Insurance,0.0016663195529137283,0.10529361169755261
395,TIF1,ERROR,ERROR,0.006557377049180247,0.7485082595314363
396,TIP,Financials,Insurance,0.005379959650302524,0.63541755237602
397,TIPCO,Agro & Food Industry,Food & Beverage,0.0,0.14210492519103576
398,TISCO,Financials,Banking,0.0057347670250896595,0.839327648003955
399,TIW,Industrials,Steel,0.026331246601319046,0.2829391089579177
400,TK,Financials,Finance & Securities,0.011720046616187463,0.14627215897633317
401,TKS,Services,Media & Publishing,0.021684251977215505,0.3197857793018776
402,TKT,Industrials,Automotive,0.002846975088967962,0.15722447198701955
403,TLGF,ERROR,ERROR,0.032170769075008536,0.6864447086801427
404,TMB,Financials,Banking,0.004938271604938206,0.2518802327231445
405,TMD,Industrials,Packaging,0.0,0.7635163899531715
406,TMT,Industrials,Steel,0.0,0.280022093576083
407,TNITY,Financials,Finance & Securities,0.0062111801242235925,0.30471668927441026
408,TNL,Consumer Products,Fashion,0.003149606299212682,0.1634537062177572
409,TNPC,Industrials,Automotive,0.0064281881264853374,0.16649973768302573
410,TNPF,Property & Construction,Property Fund & REITs,0.0014845392380504205,0.07330779054916989
411,TOG,Consumer Products,Personal Products & Pharmaceuticals,0.001244167962674947,0.2642486429154526
412,TOP,Resources,Energy & Utilities,0.007284727859578208,0.39418023330342267
413,TOPP,Industrials,Packaging,0.0,0.522030651340996
414,TPA,Industrials,Petrochemicals & Chemicals,0.0031811555101079973,0.12118724187689704
415,TPCORP,ERROR,ERROR,0.013445378151260545,0.24387456131878027
416,TPIPL,Property & Construction,Construction Materials,0.006225680933852163,0.29416938742042725
417,TPOLY,Property & Construction,Construction Services,0.001862902892588158,0.1909614657570576
418,TPP,Industrials,Packaging,0.0028776978417266227,0.07822707351360292
419,TR,Consumer Products,Fashion,0.002525252525252508,0.35809241843724604
420,TRC,Property & Construction,Construction Services,0.002040816326530614,0.059973414653217615
421,TRITN,Property & Construction,Construction Services,0.011594202898550733,0.23221722472097286
422,TRU,Industrials,Automotive,0.01076698788036558,0.4342553997726411
423,TRUBB,Agro & Food Industry,Agribusiness,0.00489897948556636,0.34473180076628357
