Date,High,Low,Open,Close,Volume,Adj Close
2014-11-21,37.0,32.25,35.0,32.5,234387500.0,29.022180557250977
2014-11-24,33.75,32.0,32.75,32.0,28320000.0,28.575685501098633
2014-11-25,34.75,31.5,32.25,34.75,21955500.0,31.03141212463379
2014-11-26,35.0,33.75,34.5,33.75,17067500.0,30.138418197631836
2014-11-27,34.5,33.5,33.5,33.5,7245200.0,29.915172576904297
2014-11-28,35.75,33.5,33.75,34.75,31071900.0,31.03141212463379
2014-12-01,37.0,35.25,35.25,36.25,38494000.0,32.370887756347656
2014-12-02,37.75,36.0,36.5,36.75,42507600.0,32.81739044189453
2014-12-03,36.75,36.0,36.75,36.25,7701000.0,32.370887756347656
2014-12-04,36.75,36.25,36.5,36.25,5985600.0,32.370887756347656
2014-12-08,36.25,34.25,35.5,34.5,5949200.0,30.80815315246582
2014-12-09,36.0,34.5,34.5,35.25,3659300.0,31.477907180786133
2014-12-11,35.25,33.0,34.75,34.25,3352300.0,30.584917068481445
2014-12-12,34.5,33.5,34.25,33.75,1874300.0,30.138418197631836
2014-12-15,33.5,28.75,33.5,32.0,5964000.0,28.575685501098633
2014-12-16,32.75,30.25,31.0,32.0,3669000.0,28.575685501098633
2014-12-17,33.5,31.5,31.5,33.0,1435200.0,29.468671798706055
2014-12-18,33.5,31.75,33.5,32.5,1503600.0,29.022180557250977
2014-12-19,32.5,32.0,32.5,32.25,537700.0,28.798933029174805
2014-12-22,34.5,32.5,32.75,34.0,1959200.0,30.36166763305664
2014-12-23,35.5,34.0,34.0,34.5,2696900.0,30.80815315246582
2014-12-24,34.75,33.25,34.75,33.25,1116900.0,29.691925048828125
2014-12-25,33.25,32.5,33.25,32.75,959800.0,29.24542999267578
2014-12-26,33.5,32.0,32.75,33.25,779400.0,29.691925048828125
2014-12-29,33.5,32.75,33.25,33.0,394200.0,29.468671798706055
2014-12-30,33.5,32.0,32.5,33.5,1036500.0,29.915172576904297
2015-01-05,33.5,32.75,33.25,33.0,606600.0,29.468671798706055
2015-01-06,32.5,31.0,32.25,31.25,2062200.0,27.905942916870117
2015-01-07,31.5,29.25,31.25,30.25,8869200.0,27.01295280456543
2015-01-08,31.25,30.25,30.25,31.25,5676100.0,27.905942916870117
2015-01-09,31.25,30.5,31.25,30.75,988100.0,27.45944595336914
2015-01-12,32.0,30.75,30.75,31.75,2497400.0,28.352436065673828
2015-01-13,32.75,31.5,31.75,32.75,1560100.0,29.24542999267578
2015-01-14,33.0,31.75,32.75,32.25,5074300.0,28.798933029174805
2015-01-15,32.5,31.5,32.0,32.5,1927500.0,29.022180557250977
2015-01-16,32.5,32.0,32.25,32.25,526400.0,28.798933029174805
2015-01-19,34.5,32.75,32.75,34.25,21447200.0,30.584917068481445
2015-01-20,34.5,33.25,34.5,33.75,10736800.0,30.138418197631836
2015-01-21,33.75,32.75,33.75,33.5,7116800.0,29.915172576904297
2015-01-22,34.25,33.5,33.5,34.0,7768200.0,30.36166763305664
2015-01-23,34.5,34.0,34.5,34.0,4815500.0,30.36166763305664
2015-01-26,34.0,32.0,34.0,34.0,5576900.0,30.36166763305664
2015-01-27,34.25,33.0,33.75,33.25,2850700.0,29.691925048828125
2015-01-28,34.0,33.0,33.0,34.0,3587200.0,30.36166763305664
2015-01-29,35.5,33.5,34.0,34.0,12244500.0,30.36166763305664
2015-01-30,34.5,34.0,34.25,34.5,3967700.0,30.80815315246582
2015-02-02,34.75,33.75,34.25,34.0,2647200.0,30.36166763305664
2015-02-03,34.5,33.75,34.25,33.75,2896400.0,30.138418197631836
2015-02-04,34.5,33.5,34.0,33.75,3034500.0,30.138418197631836
2015-02-05,34.0,33.5,33.75,33.5,3275300.0,29.915172576904297
2015-02-06,34.25,33.25,33.75,34.0,6009100.0,30.36166763305664
2015-02-09,34.25,33.75,34.0,33.75,2202200.0,30.138418197631836
2015-02-10,35.0,33.5,33.75,35.0,6950900.0,31.254653930664062
2015-02-11,35.25,34.25,35.25,35.0,5339100.0,31.254653930664062
2015-02-12,36.25,34.5,34.75,35.75,12132100.0,31.924396514892578
2015-02-13,36.0,34.75,36.0,34.75,3089100.0,31.03141212463379
2015-02-16,35.0,34.0,34.75,34.25,1800000.0,30.584917068481445
2015-02-17,34.75,33.5,34.5,33.75,1175800.0,30.138418197631836
2015-02-18,34.0,33.75,34.0,33.75,1552900.0,30.138418197631836
2015-02-19,34.75,33.5,33.5,34.0,3238900.0,30.36166763305664
2015-02-20,34.25,33.5,34.0,33.75,1308800.0,30.138418197631836
2015-02-23,34.0,33.5,33.5,34.0,1272800.0,30.36166763305664
2015-02-24,34.0,33.5,34.0,33.5,1611200.0,29.915172576904297
2015-02-25,34.25,33.5,33.75,34.0,2922200.0,30.36166763305664
2015-02-26,34.25,33.25,34.25,33.25,1831700.0,29.691925048828125
2015-02-27,35.5,34.0,34.5,34.75,9945100.0,31.03141212463379
2015-03-02,36.75,34.5,34.75,36.5,16559200.0,32.59414291381836
2015-03-03,36.75,35.5,36.75,35.75,4520400.0,31.924396514892578
2015-03-05,37.5,35.5,35.75,37.5,8584600.0,33.48713302612305
2015-03-06,38.25,36.75,37.5,38.25,7479000.0,34.15687561035156
2015-03-09,39.25,37.75,38.0,38.75,7825100.0,34.603363037109375
2015-03-10,39.0,36.75,39.0,36.75,5614500.0,32.81739044189453
2015-03-11,37.25,36.0,36.75,37.25,4471000.0,33.26388168334961
2015-03-12,40.25,37.5,37.75,39.25,15069800.0,35.049861907958984
2015-03-13,39.25,38.25,39.25,38.75,7934400.0,34.603363037109375
2015-03-16,39.0,36.75,39.0,38.0,5338300.0,33.933631896972656
2015-03-17,38.0,36.0,38.0,36.25,4718400.0,32.370887756347656
2015-03-18,37.5,36.25,36.25,37.25,2503900.0,33.26388168334961
2015-03-19,38.25,37.25,37.5,37.75,5273400.0,33.71037673950195
2015-03-20,38.5,36.5,37.25,38.5,2916700.0,34.38011932373047
2015-03-23,39.5,37.5,38.75,38.0,6629800.0,33.933631896972656
2015-03-24,38.0,37.0,38.0,37.5,3320700.0,33.48713302612305
2015-03-25,37.5,36.5,37.25,36.75,2699100.0,32.81739044189453
2015-03-26,37.75,36.75,36.75,37.0,2519700.0,33.0406379699707
2015-03-27,37.5,36.25,37.0,37.5,1108100.0,33.48713302612305
2015-03-30,38.5,37.5,37.5,37.5,2109600.0,33.48713302612305
2015-03-31,38.25,37.25,37.5,38.0,2301900.0,33.933631896972656
2015-04-01,39.25,38.0,38.0,39.0,6054700.0,34.82661819458008
2015-04-02,41.25,39.0,39.25,40.25,9058600.0,35.94285583496094
2015-04-03,42.0,40.0,40.5,40.75,5029600.0,36.38935470581055
2015-04-07,41.5,40.0,40.75,41.5,2204000.0,37.05908966064453
2015-04-08,43.0,41.5,42.0,42.75,3300800.0,38.175331115722656
2015-04-09,43.5,42.0,43.25,42.0,1821300.0,37.505592346191406
2015-04-10,41.5,40.75,41.5,41.0,1927800.0,36.61259460449219
2015-04-16,41.0,39.5,41.0,40.0,4744300.0,35.7196159362793
2015-04-17,41.25,40.25,40.5,40.75,2942800.0,36.38935470581055
2015-04-20,42.25,40.5,40.75,42.25,2784500.0,37.72883605957031
2015-04-21,42.25,41.25,42.0,41.25,2433200.0,36.83584976196289
2015-04-22,41.5,40.5,41.25,41.5,2823500.0,37.05908966064453
2015-04-23,41.75,41.0,41.75,41.0,1224800.0,36.61259460449219
2015-04-24,41.25,40.5,40.75,40.5,1381500.0,36.166099548339844
2015-04-27,42.0,40.25,40.25,41.5,2813900.0,37.05908966064453
2015-04-28,41.75,40.25,41.75,41.25,3117300.0,36.83584976196289
2015-04-29,41.0,40.0,40.75,41.0,5215600.0,36.61259460449219
2015-04-30,41.5,40.5,40.5,41.25,1260000.0,36.83584976196289
2015-05-04,41.25,41.25,41.25,41.25,0.0,36.83584976196289
2015-05-06,41.5,40.75,41.5,41.0,1220300.0,36.61259460449219
2015-05-07,41.0,40.0,40.75,40.0,2294800.0,36.250099182128906
2015-05-08,40.25,39.5,40.0,40.25,935700.0,36.47665786743164
2015-05-11,41.75,40.0,40.25,41.0,2861900.0,37.156349182128906
2015-05-12,41.0,39.5,41.0,40.5,3164200.0,36.703216552734375
2015-05-13,40.5,39.75,40.5,39.75,1037100.0,36.02353286743164
2015-05-14,40.5,39.75,40.0,40.0,622200.0,36.250099182128906
2015-05-15,41.25,40.0,40.0,41.0,2046400.0,37.156349182128906
2015-05-18,43.0,41.0,41.0,42.25,3100100.0,38.28916549682617
2015-05-19,43.0,42.0,42.75,42.75,2271700.0,38.74228286743164
2015-05-20,44.0,42.5,43.0,43.75,3694200.0,39.64854049682617
2015-05-21,44.0,42.75,44.0,43.25,1558900.0,39.19541931152344
2015-05-22,43.5,42.25,43.25,42.25,1535100.0,38.28916549682617
2015-05-25,42.5,41.25,42.5,41.5,1246700.0,37.60947036743164
2015-05-26,41.75,40.75,41.75,41.0,1195200.0,37.156349182128906
2015-05-27,41.5,40.25,40.5,41.0,1108500.0,37.156349182128906
2015-05-28,41.0,39.75,41.0,40.75,2975400.0,36.92979049682617
2015-05-29,42.0,40.25,40.5,42.0,3561500.0,38.062599182128906
2015-06-02,42.25,40.75,42.25,40.75,1025700.0,36.92979049682617
2015-06-03,41.25,40.5,40.75,40.5,484100.0,36.703216552734375
2015-06-04,41.0,40.5,40.5,41.0,202100.0,37.156349182128906
2015-06-05,41.75,40.75,41.0,41.75,683400.0,37.836036682128906
2015-06-08,42.75,41.5,41.5,42.75,2294200.0,38.74228286743164
2015-06-09,42.75,41.75,42.5,41.75,256300.0,37.836036682128906
2015-06-10,42.0,41.75,41.75,42.0,272600.0,38.062599182128906
2015-06-11,42.5,41.5,42.0,42.5,894300.0,38.515724182128906
2015-06-12,42.5,41.5,42.5,41.5,494800.0,37.60947036743164
2015-06-15,41.75,41.0,41.5,41.0,434700.0,37.156349182128906
2015-06-16,41.75,41.0,41.0,41.75,1268100.0,37.836036682128906
2015-06-17,42.0,41.25,41.75,41.75,2010400.0,37.836036682128906
2015-06-18,41.75,41.25,41.5,41.75,1397100.0,37.836036682128906
2015-06-19,41.5,40.5,41.5,41.25,1810500.0,37.38291549682617
2015-06-22,41.25,40.75,40.75,41.25,424500.0,37.38291549682617
2015-06-23,41.5,40.75,41.5,41.0,620500.0,37.156349182128906
2015-06-24,41.5,41.0,41.0,41.25,632100.0,37.38291549682617
2015-06-25,41.5,41.0,41.5,41.5,1822700.0,37.60947036743164
2015-06-26,43.5,41.25,41.25,43.0,4542500.0,38.96885299682617
2015-06-29,43.0,42.0,42.25,43.0,1437900.0,38.96885299682617
2015-06-30,43.5,42.25,43.0,43.5,4046300.0,39.42198181152344
2015-07-02,43.5,43.0,43.5,43.25,2710300.0,39.19541931152344
2015-07-03,43.5,42.75,43.25,43.5,1436600.0,39.42198181152344
2015-07-06,43.5,43.0,43.25,43.5,642400.0,39.42198181152344
2015-07-07,43.75,42.25,43.75,42.75,1669100.0,38.74228286743164
2015-07-08,42.5,41.5,42.25,41.5,1807200.0,37.60947036743164
2015-07-09,43.0,41.5,41.5,43.0,850900.0,38.96885299682617
2015-07-10,43.0,42.5,42.5,42.5,643100.0,38.515724182128906
2015-07-13,42.75,42.25,42.25,42.75,271500.0,38.74228286743164
2015-07-14,43.0,42.5,43.0,42.5,319200.0,38.515724182128906
2015-07-15,42.75,42.0,42.75,42.0,666900.0,38.062599182128906
2015-07-16,42.25,41.75,42.25,42.25,314300.0,38.28916549682617
2015-07-17,42.0,41.75,42.0,42.0,268000.0,38.062599182128906
2015-07-20,42.0,41.75,41.75,41.75,318100.0,37.836036682128906
2015-07-21,41.75,40.0,41.5,40.0,2181000.0,36.250099182128906
2015-07-22,39.5,38.5,39.5,39.25,2923300.0,35.57040023803711
2015-07-23,40.25,39.25,39.25,40.25,878700.0,36.47665786743164
2015-07-24,40.0,39.25,40.0,39.75,458000.0,36.02353286743164
2015-07-27,39.75,37.25,39.75,38.5,2100400.0,34.890716552734375
2015-07-28,38.75,37.5,38.5,38.25,1166700.0,34.664154052734375
2015-07-29,38.25,37.0,38.25,37.0,995100.0,33.53133773803711
2015-07-31,37.25,36.25,37.25,37.0,3826000.0,33.53133773803711
2015-08-03,39.0,37.0,37.0,38.25,2646400.0,34.664154052734375
2015-08-04,38.25,37.25,38.25,37.5,1349700.0,33.98446273803711
2015-08-05,38.5,37.5,38.0,38.25,1140600.0,34.664154052734375
2015-08-06,38.25,37.5,38.25,37.5,501000.0,33.98446273803711
2015-08-07,38.0,36.75,37.75,37.0,1755600.0,33.53133773803711
2015-08-10,38.0,37.0,37.0,37.75,780800.0,34.211021423339844
2015-08-11,38.0,36.75,38.0,36.75,1496300.0,33.30477523803711
2015-08-13,36.5,35.5,36.5,36.25,1568700.0,32.85165023803711
2015-08-14,37.0,36.25,36.25,37.0,352100.0,33.53133773803711
2015-08-17,37.5,36.75,37.25,37.25,396000.0,33.757904052734375
2015-08-18,37.0,35.75,36.0,37.0,1409000.0,33.53133773803711
2015-08-19,37.25,36.0,36.5,37.0,1003800.0,33.851558685302734
2015-08-20,37.25,37.0,37.25,37.0,236700.0,33.851558685302734
2015-08-21,37.75,36.25,37.0,37.5,1983100.0,34.30900573730469
2015-08-24,37.5,36.0,36.0,37.5,1525700.0,34.30900573730469
2015-08-25,37.5,36.5,37.5,37.0,1062100.0,33.851558685302734
2015-08-26,37.5,37.0,37.0,37.5,577000.0,34.30900573730469
2015-08-27,39.5,37.75,37.75,39.5,2608400.0,36.138824462890625
2015-08-28,39.5,37.75,39.5,39.0,1858600.0,35.681365966796875
2015-08-31,39.0,38.5,39.0,38.5,250800.0,35.22391891479492
2015-09-01,39.0,37.75,38.75,38.5,678300.0,35.22391891479492
2015-09-02,38.75,38.0,38.75,38.5,626500.0,35.22391891479492
2015-09-03,40.5,38.75,39.5,40.0,2508500.0,36.596275329589844
2015-09-04,40.25,39.0,39.0,39.75,992200.0,36.3675422668457
2015-09-07,40.0,39.25,40.0,39.75,443000.0,36.3675422668457
2015-09-08,40.75,39.75,40.0,40.25,912600.0,36.82500076293945
2015-09-09,41.0,40.0,40.5,41.0,412400.0,37.51118087768555
2015-09-10,41.5,40.5,41.5,41.0,541300.0,37.51118087768555
